n,T
56000,16
56000,17
57000,17
57000,19
57000,16
57000,19
57000,18
57000,18
57000,15
57000,18
57000,16
57000,17
57000,19
57000,16
57000,15
57000,22
57000,16
57000,21
57000,15
57000,16
57000,18
57000,20
57000,15
57000,17
57000,18
57000,21
57000,17
57000,14
57000,19
57000,16
57000,18
57000,20
57000,14
57000,20
57000,19
57000,17
57000,17
57000,18
57000,20
57000,18
57000,18
57000,17
57000,17
57000,18
57000,20
57000,15
57000,16
57000,18
57000,17
57000,18
57000,19
57000,15
58000,20
58000,17
58000,17
58000,15
58000,19
58000,16
58000,16
58000,20
58000,18
58000,16
58000,21
58000,17
58000,17
58000,15
58000,17
58000,21
58000,19
58000,15
58000,15
58000,20
58000,17
58000,16
58000,18
58000,16
58000,15
58000,18
58000,16
58000,16
58000,17
58000,15
58000,19
58000,16
58000,16
58000,17
58000,19
58000,16
58000,18
58000,18
58000,21
58000,19
58000,17
58000,16
58000,14
58000,16
58000,19
58000,19
58000,16
58000,16
58000,17
58000,14
59000,21
59000,17
59000,15
59000,17
59000,19
59000,19
59000,17
59000,18
59000,19
59000,19
59000,17
59000,20
59000,22
59000,17
59000,17
59000,15
59000,17
59000,18
59000,16
59000,18
59000,17
59000,18
59000,18
59000,18
59000,17
59000,19
59000,17
59000,21
59000,16
59000,19
59000,19
59000,18
59000,17
59000,17
59000,19
59000,18
59000,16
59000,18
59000,22
59000,15
59000,18
59000,14
59000,18
59000,15
59000,15
59000,17
59000,14
59000,18
59000,16
59000,17
60000,16
60000,20
60000,15
60000,17
60000,17
60000,18
60000,18
60000,17
60000,16
60000,21
60000,15
60000,16
60000,16
60000,17
60000,16
60000,16
60000,18
60000,17
60000,16
60000,17
60000,16
60000,18
60000,16
60000,21
60000,17
60000,15
60000,17
60000,23
60000,17
60000,19
60000,17
60000,17
60000,17
60000,19
60000,17
60000,17
60000,16
60000,23
60000,18
60000,19
60000,17
60000,25
60000,16
60000,15
60000,16
60000,15
60000,23
60000,17
60000,16
60000,16
61000,17
61000,16
61000,18
61000,16
61000,16
61000,15
61000,15
61000,17
61000,17
61000,18
61000,17
61000,18
61000,16
61000,19
61000,20
61000,15
61000,17
61000,15
61000,19
61000,15
61000,19
61000,16
61000,17
61000,17
61000,19
61000,19
61000,19
61000,22
61000,18
61000,16
61000,17
61000,14
61000,19
61000,16
61000,17
61000,17
61000,15
61000,18
61000,18
61000,17
61000,17
61000,17
61000,17
61000,17
61000,14
61000,16
61000,16
61000,20
61000,15
61000,14
62000,20
62000,16
62000,15
62000,17
62000,16
62000,17
62000,18
62000,15
62000,18
62000,17
62000,19
62000,18
62000,16
62000,16
62000,15
62000,19
62000,16
62000,22
62000,16
62000,17
62000,16
62000,19
62000,17
62000,20
62000,17
62000,18
62000,16
62000,18
62000,19
62000,15
62000,19
62000,15
62000,18
62000,16
62000,21
62000,17
62000,18
62000,19
62000,16
62000,20
62000,17
62000,14
62000,21
62000,17
62000,18
62000,20
62000,22
62000,17
62000,17
62000,16
63000,16
63000,17
63000,22
63000,17
63000,20
63000,19
63000,15
63000,17
63000,17
63000,16
63000,16
63000,16
63000,16
63000,17
63000,16
63000,18
63000,17
63000,17
63000,16
63000,16
63000,17
63000,16
63000,14
63000,17
63000,19
63000,22
63000,21
63000,17
63000,16
63000,16
63000,17
63000,18
63000,15
63000,17
63000,20
63000,22
63000,16
63000,16
63000,18
63000,19
63000,18
63000,17
63000,17
63000,19
63000,15
63000,16
63000,17
63000,18
63000,18
63000,14
64000,22
64000,16
64000,17
64000,17
64000,16
64000,20
64000,21
64000,21
64000,19
64000,15
64000,16
64000,18
64000,18
64000,16
64000,20
64000,16
64000,15
64000,16
64000,16
64000,17
64000,16
64000,17
64000,21
64000,18
64000,15
64000,20
64000,15
64000,17
64000,16
64000,19
64000,17
64000,18
64000,19
64000,19
64000,17
64000,19
64000,15
64000,20
64000,15
64000,16
64000,16
64000,17
64000,15
64000,19
64000,17
64000,15
64000,17
64000,16
64000,19
64000,16
65000,21
65000,22
65000,24
65000,14
65000,17
65000,17
65000,18
65000,17
65000,19
65000,18
65000,17
65000,21
65000,17
65000,16
65000,18
65000,18
65000,17
65000,19
65000,21
65000,17
65000,15
65000,21
65000,18
65000,17
65000,19
65000,18
65000,16
65000,19
65000,15
65000,16
65000,16
65000,16
65000,19
65000,16
65000,17
65000,18
65000,17
65000,19
65000,18
65000,16
65000,16
65000,22
65000,17
65000,22
65000,16
65000,18
65000,17
65000,18
65000,15
65000,19
66000,15
66000,17
66000,16
66000,15
66000,18
66000,19
66000,18
66000,20
66000,16
66000,18
66000,18
66000,16
66000,18
66000,21
66000,18
66000,16
66000,16
66000,16
66000,17
66000,18
66000,17
66000,17
66000,18
66000,18
66000,17
66000,16
66000,19
66000,17
66000,19
66000,19
66000,17
66000,15
66000,16
66000,16
66000,16
66000,17
66000,18
66000,17
66000,19
66000,17
66000,18
66000,18
66000,18
66000,17
66000,15
66000,17
66000,17
66000,16
66000,18
66000,19
67000,25
67000,20
67000,18
67000,21
67000,15
67000,15
67000,18
67000,16
67000,20
67000,17
67000,15
67000,14
67000,16
67000,19
67000,17
67000,16
67000,14
67000,19
67000,16
67000,17
67000,15
67000,19
67000,19
67000,19
67000,17
67000,15
67000,17
67000,18
67000,14
67000,18
67000,16
67000,18
67000,20
67000,15
67000,18
67000,19
67000,18
67000,16
67000,18
67000,17
67000,19
67000,18
67000,19
67000,17
67000,16
67000,15
67000,19
67000,16
67000,16
67000,15
68000,18
68000,21
68000,16
68000,16
68000,18
68000,17
68000,17
68000,19
68000,21
68000,17
68000,17
68000,15
68000,21
68000,17
68000,15
68000,17
68000,16
68000,16
68000,18
68000,18
68000,18
68000,17
68000,16
68000,20
68000,16
68000,17
68000,16
68000,17
68000,17
68000,16
68000,19
68000,17
68000,15
68000,21
68000,16
68000,18
68000,18
68000,16
68000,17
68000,17
68000,16
68000,19
68000,16
68000,15
68000,19
68000,15
68000,16
68000,17
68000,19
68000,22
69000,17
69000,16
69000,18
69000,15
69000,17
69000,17
69000,16
69000,14
69000,21
69000,17
69000,17
69000,22
69000,17
69000,18
69000,19
69000,17
69000,17
69000,16
69000,17
69000,20
69000,16
69000,19
69000,16
69000,16
69000,15
69000,16
69000,17
69000,18
69000,23
69000,16
69000,16
69000,16
69000,16
69000,18
69000,18
69000,19
69000,21
69000,19
69000,18
69000,20
69000,17
69000,15
69000,16
69000,21
69000,16
69000,19
69000,17
69000,17
69000,16
69000,18
70000,17
70000,21
70000,17
70000,23
70000,20
70000,20
70000,17
70000,15
70000,20
70000,17
70000,17
70000,16
70000,19
70000,17
70000,16
70000,16
70000,16
70000,19
70000,17
70000,17
70000,16
70000,20
70000,19
70000,15
70000,18
70000,17
70000,19
70000,14
70000,18
70000,17
70000,18
70000,15
70000,17
70000,21
70000,16
70000,16
70000,19
70000,19
70000,19
70000,16
70000,16
70000,19
70000,18
70000,19
70000,15
70000,19
70000,17
70000,17
70000,17
70000,21
71000,18
71000,17
71000,18
71000,18
71000,18
71000,19
71000,19
71000,15
71000,16
71000,18
71000,19
71000,17
71000,16
71000,14
71000,15
71000,16
71000,18
71000,22
71000,16
71000,17
71000,19
71000,17
71000,20
71000,17
71000,18
71000,20
71000,22
71000,17
71000,18
71000,16
71000,18
71000,16
71000,15
71000,14
71000,16
71000,16
71000,17
71000,21
71000,17
71000,18
71000,21
71000,16
71000,19
71000,15
71000,16
71000,15
71000,14
71000,17
71000,24
71000,19
72000,17
72000,17
72000,20
72000,18
72000,19
72000,18
72000,17
72000,17
72000,16
72000,18
72000,16
72000,15
72000,19
72000,17
72000,16
72000,17
72000,17
72000,18
72000,19
72000,16
72000,17
72000,17
72000,16
72000,16
72000,18
72000,17
72000,17
72000,21
72000,17
72000,18
72000,14
72000,17
72000,16
72000,19
72000,21
72000,15
72000,17
72000,16
72000,17
72000,15
72000,16
72000,16
72000,15
72000,17
72000,15
72000,19
72000,17
72000,16
72000,20
72000,19
73000,17
73000,21
73000,15
73000,17
73000,18
73000,16
73000,19
73000,18
73000,15
73000,17
73000,17
73000,19
73000,17
73000,17
73000,16
73000,18
73000,18
73000,19
73000,19
73000,15
73000,16
73000,20
73000,16
73000,17
73000,20
73000,19
73000,17
73000,17
73000,16
73000,17
73000,15
73000,20
73000,20
73000,18
73000,16
73000,17
73000,18
73000,15
73000,17
73000,16
73000,21
73000,19
73000,17
73000,15
73000,17
73000,18
73000,16
73000,17
73000,14
73000,16
74000,20
74000,18
74000,18
74000,18
74000,15
74000,18
74000,15
74000,15
74000,17
74000,18
74000,17
74000,17
74000,17
74000,20
74000,20
74000,16
74000,15
74000,21
74000,18
74000,16
74000,18
74000,17
74000,17
74000,18
74000,18
74000,17
74000,20
74000,18
74000,16
74000,17
74000,28
74000,16
74000,17
74000,18
74000,19
74000,17
74000,19
74000,17
74000,21
74000,16
74000,16
74000,18
74000,17
74000,17
74000,19
74000,17
74000,16
74000,16
74000,15
74000,15
75000,18
75000,16
75000,15
75000,17
75000,16
75000,18
75000,20
75000,16
75000,16
75000,17
75000,21
75000,16
75000,16
75000,17
75000,15
75000,19
75000,19
75000,17
75000,21
75000,19
75000,15
75000,19
75000,19
75000,17
75000,17
75000,19
75000,16
75000,18
75000,18
75000,16
75000,17
75000,18
75000,20
75000,16
75000,17
75000,16
75000,18
75000,20
75000,15
75000,16
75000,18
75000,19
75000,19
75000,17
75000,16
75000,17
75000,19
75000,18
75000,16
75000,17
76000,21
76000,16
76000,17
76000,20
76000,16
76000,15
76000,17
76000,16
76000,18
76000,16
76000,19
76000,16
76000,18
76000,15
76000,16
76000,20
76000,15
76000,16
76000,19
76000,19
76000,17
76000,18
76000,17
76000,18
76000,16
76000,18
76000,18
76000,16
76000,21
76000,19
76000,20
76000,17
76000,18
76000,14
76000,16
76000,18
76000,16
76000,17
76000,15
76000,18
76000,20
76000,16
76000,19
76000,19
76000,19
76000,17
76000,16
76000,16
76000,20
76000,16
77000,16
77000,19
77000,16
77000,22
77000,18
77000,18
77000,17
77000,22
77000,18
77000,22
77000,17
77000,16
77000,19
77000,17
77000,19
77000,20
77000,16
77000,20
77000,15
77000,16
77000,18
77000,20
77000,15
77000,18
77000,17
77000,22
77000,18
77000,23
77000,17
77000,16
77000,18
77000,17
77000,18
77000,19
77000,17
77000,19
77000,19
77000,17
77000,18
77000,16
77000,15
77000,16
77000,16
77000,17
77000,18
77000,17
77000,19
77000,16
77000,18
77000,16
78000,16
78000,15
78000,15
78000,17
78000,15
78000,17
78000,15
78000,18
78000,17
78000,16
78000,18
78000,15
78000,18
78000,23
78000,16
78000,18
78000,18
78000,16
78000,16
78000,16
78000,16
78000,21
78000,15
78000,16
78000,19
78000,16
78000,21
78000,21
78000,16
78000,16
78000,18
78000,19
78000,15
78000,16
78000,16
78000,17
78000,17
78000,16
78000,18
78000,19
78000,18
78000,20
78000,17
78000,16
78000,20
78000,15
78000,17
78000,18
78000,19
78000,15
79000,16
79000,17
79000,15
79000,15
79000,20
79000,16
79000,18
79000,17
79000,19
79000,17
79000,16
79000,19
79000,20
79000,19
79000,16
79000,19
79000,16
79000,17
79000,16
79000,17
79000,17
79000,15
79000,16
79000,16
79000,17
79000,19
79000,14
79000,19
79000,18
79000,18
79000,16
79000,17
79000,18
79000,16
79000,16
79000,18
79000,18
79000,15
79000,16
79000,18
79000,17
79000,19
79000,21
79000,18
79000,18
79000,17
79000,17
79000,15
79000,17
79000,18
80000,17
80000,17
80000,19
80000,16
80000,21
80000,17
80000,20
80000,15
80000,18
80000,15
80000,18
80000,17
80000,20
80000,18
80000,15
80000,18
80000,20
80000,16
80000,19
80000,19
80000,19
80000,21
80000,19
80000,20
80000,20
80000,17
80000,15
80000,20
80000,16
80000,21
80000,18
80000,18
80000,21
80000,15
80000,18
80000,16
80000,19
80000,17
80000,18
80000,20
80000,15
80000,19
80000,19
80000,19
80000,18
80000,15
80000,17
80000,16
80000,17
80000,17
81000,18
81000,16
81000,18
81000,17
81000,19
81000,16
81000,17
81000,17
81000,16
81000,20
81000,16
81000,19
81000,18
81000,19
81000,22
81000,16
81000,22
81000,19
81000,17
81000,18
81000,17
81000,17
81000,18
81000,18
81000,16
81000,16
81000,17
81000,16
81000,19
81000,20
81000,16
81000,23
81000,21
81000,17
81000,17
81000,17
81000,17
81000,16
81000,17
81000,17
81000,16
81000,20
81000,17
81000,17
81000,18
81000,18
81000,17
81000,16
81000,19
81000,18
82000,17
82000,19
82000,21
82000,16
82000,21
82000,16
82000,15
82000,19
82000,19
82000,19
82000,18
82000,17
82000,18
82000,16
82000,23
82000,18
82000,17
82000,20
82000,16
82000,20
82000,17
82000,16
82000,19
82000,18
82000,16
82000,17
82000,18
82000,17
82000,15
82000,16
82000,17
82000,17
82000,22
82000,17
82000,20
82000,17
82000,17
82000,19
82000,20
82000,24
82000,18
82000,19
82000,16
82000,17
82000,16
82000,15
82000,18
82000,18
82000,18
82000,19
83000,16
83000,16
83000,16
83000,19
83000,19
83000,16
83000,17
83000,18
83000,18
83000,20
83000,16
83000,18
83000,16
83000,16
83000,23
83000,15
83000,19
83000,21
83000,21
83000,17
83000,16
83000,17
83000,17
83000,17
83000,17
83000,19
83000,16
83000,17
83000,17
83000,20
83000,17
83000,20
83000,16
83000,21
83000,17
83000,17
83000,22
83000,15
83000,22
83000,16
83000,16
83000,19
83000,17
83000,21
83000,19
83000,16
83000,18
83000,16
83000,15
83000,20
84000,20
84000,16
84000,15
84000,17
84000,17
84000,15
84000,21
84000,18
84000,16
84000,15
84000,18
84000,22
84000,19
84000,18
84000,19
84000,19
84000,19
84000,16
84000,20
84000,19
84000,17
84000,17
84000,17
84000,21
84000,18
84000,19
84000,18
84000,18
84000,16
84000,23
84000,19
84000,18
84000,19
84000,18
84000,17
84000,15
84000,18
84000,17
84000,17
84000,19
84000,18
84000,18
84000,19
84000,18
84000,19
84000,16
84000,18
84000,16
84000,19
84000,15
85000,18
85000,20
85000,21
85000,17
85000,19
85000,17
85000,17
85000,19
85000,17
85000,16
85000,17
85000,17
85000,17
85000,17
85000,18
85000,19
85000,16
85000,17
85000,17
85000,20
85000,15
85000,17
85000,17
85000,16
85000,16
85000,17
85000,17
85000,17
85000,18
85000,21
85000,18
85000,19
85000,17
85000,18
85000,17
85000,19
85000,19
85000,20
85000,18
85000,17
85000,17
85000,17
85000,17
85000,17
85000,17
85000,23
85000,16
85000,15
85000,17
85000,18
86000,16
86000,18
86000,21
86000,18
86000,15
86000,16
86000,16
86000,18
86000,20
86000,20
86000,18
86000,18
86000,15
86000,19
86000,16
86000,19
86000,16
86000,19
86000,21
86000,17
86000,20
86000,17
86000,17
86000,16
86000,21
86000,17
86000,17
86000,17
86000,17
86000,16
86000,17
86000,19
86000,17
86000,16
86000,17
86000,16
86000,16
86000,19
86000,15
86000,18
86000,18
86000,16
86000,22
86000,19
86000,19
86000,17
86000,19
86000,23
86000,18
86000,19
87000,16
87000,16
87000,16
87000,18
87000,17
87000,16
87000,16
87000,18
87000,16
87000,17
87000,19
87000,16
87000,16
87000,17
87000,18
87000,22
87000,19
87000,18
87000,15
87000,19
87000,16
87000,18
87000,18
87000,17
87000,16
87000,15
87000,15
87000,20
87000,17
87000,19
87000,20
87000,18
87000,18
87000,17
87000,18
87000,17
87000,16
87000,15
87000,18
87000,16
87000,21
87000,19
87000,24
87000,17
87000,18
87000,17
87000,17
87000,20
87000,17
87000,17
88000,20
88000,17
88000,18
88000,20
88000,16
88000,17
88000,16
88000,17
88000,19
88000,14
88000,21
88000,18
88000,17
88000,17
88000,20
88000,24
88000,18
88000,18
88000,19
88000,17
88000,19
88000,17
88000,16
88000,17
88000,15
88000,18
88000,22
88000,17
88000,17
88000,18
88000,17
88000,18
88000,18
88000,20
88000,17
88000,16
88000,21
88000,16
88000,16
88000,16
88000,18
88000,19
88000,19
88000,17
88000,17
88000,19
88000,17
88000,17
88000,22
88000,17
89000,17
89000,17
89000,22
89000,16
89000,18
89000,18
89000,16
89000,18
89000,20
89000,16
89000,16
89000,18
89000,18
89000,19
89000,18
89000,17
89000,20
89000,17
89000,16
89000,17
89000,17
89000,15
89000,16
89000,17
89000,17
89000,21
89000,20
89000,16
89000,22
89000,17
89000,19
89000,16
89000,17
89000,24
89000,18
89000,25
89000,23
89000,21
89000,16
89000,22
89000,18
89000,17
89000,17
89000,19
89000,16
89000,18
89000,19
89000,19
89000,17
89000,20
90000,20
90000,17
90000,20
90000,16
90000,17
90000,20
90000,18
90000,18
90000,20
90000,17
90000,18
90000,18
90000,25
90000,17
90000,16
90000,17
90000,17
90000,17
90000,19
90000,23
90000,19
90000,20
90000,17
90000,19
90000,18
90000,15
90000,17
90000,26
90000,18
90000,16
90000,18
90000,17
90000,21
90000,19
90000,18
90000,16
90000,18
90000,19
90000,17
90000,17
90000,17
90000,18
90000,21
90000,16
90000,17
90000,19
90000,18
90000,19
90000,17
90000,19
91000,16
91000,17
91000,18
91000,20
91000,18
91000,20
91000,23
91000,17
91000,18
91000,17
91000,16
91000,19
91000,18
91000,18
91000,19
91000,16
91000,24
91000,23
91000,21
91000,19
91000,17
91000,16
91000,16
91000,18
91000,16
91000,20
91000,19
91000,15
91000,17
91000,21
91000,17
91000,18
91000,15
91000,16
91000,16
91000,21
91000,17
91000,16
91000,20
91000,18
91000,18
91000,19
91000,21
91000,17
91000,18
91000,20
91000,18
91000,22
91000,17
91000,18
92000,16
92000,17
92000,21
92000,17
92000,18
92000,18
92000,19
92000,16
92000,15
92000,18
92000,16
92000,17
92000,15
92000,18
92000,16
92000,16
92000,17
92000,16
92000,18
92000,17
92000,20
92000,19
92000,19
92000,16
92000,16
92000,18
92000,17
92000,19
92000,18
92000,17
92000,19
92000,16
92000,17
92000,21
92000,15
92000,18
92000,17
92000,18
92000,18
92000,17
92000,18
92000,16
92000,19
92000,19
92000,18
92000,20
92000,20
92000,17
92000,16
92000,18
93000,19
93000,17
93000,14
93000,18
93000,16
93000,17
93000,16
93000,17
93000,17
93000,20
93000,17
93000,17
93000,17
93000,17
93000,18
93000,17
93000,20
93000,17
93000,17
93000,17
93000,17
93000,20
93000,19
93000,18
93000,19
93000,21
93000,20
93000,16
93000,15
93000,17
93000,17
93000,19
93000,20
93000,24
93000,15
93000,17
93000,20
93000,21
93000,18
93000,16
93000,19
93000,17
93000,19
93000,17
93000,18
93000,18
93000,17
93000,17
93000,18
93000,19
94000,16
94000,18
94000,21
94000,17
94000,21
94000,17
94000,17
94000,18
94000,18
94000,18
94000,15
94000,17
94000,20
94000,19
94000,18
94000,19
94000,16
94000,16
94000,19
94000,18
94000,21
94000,18
94000,18
94000,18
94000,20
94000,19
94000,17
94000,16
94000,18
94000,17
94000,17
94000,17
94000,17
94000,17
94000,18
94000,16
94000,18
94000,19
94000,18
94000,18
94000,19
94000,17
94000,18
94000,25
94000,18
94000,17
94000,16
94000,15
94000,17
94000,17
95000,17
95000,18
95000,17
95000,18
95000,18
95000,17
95000,16
95000,18
95000,18
95000,19
95000,18
95000,17
95000,19
95000,18
95000,18
95000,15
95000,17
95000,17
95000,17
95000,22
95000,17
95000,15
95000,19
95000,17
95000,20
95000,19
95000,21
95000,17
95000,17
95000,21
95000,18
95000,17
95000,18
95000,18
95000,16
95000,21
95000,18
95000,22
95000,16
95000,19
95000,20
95000,19
95000,23
95000,19
95000,16
95000,16
95000,14
95000,19
95000,18
95000,15
96000,18
96000,18
96000,17
96000,17
96000,17
96000,17
96000,19
96000,16
96000,21
96000,17
96000,20
96000,16
96000,18
96000,20
96000,18
96000,16
96000,19
96000,17
96000,16
96000,18
96000,16
96000,18
96000,17
96000,18
96000,21
96000,20
96000,19
96000,15
96000,18
96000,16
96000,17
96000,18
96000,21
96000,17
96000,19
96000,18
96000,16
96000,20
96000,20
96000,19
96000,16
96000,14
96000,17
96000,18
96000,22
96000,19
96000,17
96000,17
96000,17
96000,20
97000,16
97000,16
97000,19
97000,16
97000,17
97000,18
97000,17
97000,17
97000,16
97000,17
97000,17
97000,18
97000,16
97000,18
97000,17
97000,19
97000,15
97000,17
97000,21
97000,18
97000,16
97000,17
97000,18
97000,15
97000,16
97000,18
97000,18
97000,17
97000,18
97000,17
97000,18
97000,17
97000,18
97000,18
97000,15
97000,18
97000,18
97000,17
97000,17
97000,16
97000,20
97000,18
97000,16
97000,16
97000,19
97000,19
97000,17
97000,17
97000,18
97000,25
98000,22
98000,16
98000,16
98000,18
98000,17
98000,18
98000,16
98000,17
98000,21
98000,18
98000,15
98000,18
98000,17
98000,17
98000,17
98000,18
98000,17
98000,24
98000,16
98000,18
98000,17
98000,17
98000,16
98000,18
98000,17
98000,17
98000,16
98000,18
98000,19
98000,19
98000,18
98000,15
98000,18
98000,17
98000,20
98000,16
98000,17
98000,17
98000,16
98000,20
98000,19
98000,18
98000,17
98000,17
98000,15
98000,18
98000,21
98000,16
98000,19
98000,19
99000,21
99000,17
99000,17
99000,17
99000,17
99000,17
99000,17
99000,17
99000,17
99000,16
99000,14
99000,16
99000,19
99000,21
99000,17
99000,18
99000,18
99000,17
99000,20
99000,18
99000,16
99000,16
99000,17
99000,18
99000,16
99000,19
99000,18
99000,19
99000,17
99000,16
99000,20
99000,18
99000,18
99000,18
99000,17
99000,18
99000,17
99000,16
99000,16
99000,17
99000,17
99000,17
99000,18
99000,17
99000,21
99000,18
99000,17
99000,15
99000,16
99000,16
100000,20
100000,18
100000,18
100000,15
100000,17
100000,20
100000,16
100000,19
100000,22
100000,19
100000,18
100000,16
100000,16
100000,17
100000,19
100000,17
100000,18
100000,17
100000,18
100000,20
100000,22
100000,19
100000,18
100000,22
100000,16
100000,22
100000,18
100000,17
100000,17
100000,19
100000,17
100000,17
100000,21
100000,16
100000,17
100000,19
100000,15
100000,19
100000,17
100000,18
100000,19
100000,16
100000,18
100000,18
100000,20
100000,21
100000,17
100000,23
100000,18
100000,18
