n,T
56000,115
56000,117
56000,110
56000,94
57000,127
57000,99
57000,108
57000,110
57000,94
57000,109
57000,115
57000,106
57000,107
57000,104
57000,96
57000,108
57000,118
57000,103
57000,102
57000,106
57000,100
57000,121
57000,111
57000,98
57000,125
57000,108
57000,135
57000,126
57000,102
57000,121
57000,112
57000,112
57000,126
57000,97
57000,120
57000,118
57000,112
57000,110
57000,109
57000,153
57000,129
57000,113
57000,102
57000,112
57000,122
57000,103
57000,108
57000,123
57000,97
57000,124
57000,110
57000,92
57000,93
57000,95
58000,136
58000,126
58000,97
58000,111
58000,108
58000,106
58000,108
58000,100
58000,107
58000,107
58000,126
58000,129
58000,101
58000,114
58000,107
58000,98
58000,100
58000,102
58000,119
58000,111
58000,105
58000,105
58000,96
58000,98
58000,120
58000,101
58000,97
58000,100
58000,97
58000,117
58000,130
58000,124
58000,106
58000,97
58000,99
58000,110
58000,111
58000,124
58000,101
58000,110
58000,123
58000,95
58000,111
58000,124
58000,113
58000,131
58000,122
58000,109
58000,115
58000,126
59000,95
59000,92
59000,106
59000,108
59000,107
59000,96
59000,109
59000,97
59000,112
59000,105
59000,113
59000,118
59000,96
59000,103
59000,111
59000,128
59000,120
59000,120
59000,146
59000,112
59000,139
59000,111
59000,109
59000,98
59000,102
59000,105
59000,115
59000,92
59000,108
59000,108
59000,96
59000,126
59000,115
59000,129
59000,129
59000,118
59000,107
59000,114
59000,93
59000,133
59000,103
59000,108
59000,116
59000,105
59000,116
59000,113
59000,122
59000,125
59000,111
59000,110
60000,105
60000,87
60000,108
60000,116
60000,100
60000,116
60000,103
60000,102
60000,109
60000,114
60000,132
60000,109
60000,98
60000,94
60000,123
60000,101
60000,97
60000,104
60000,99
60000,111
60000,113
60000,113
60000,122
60000,109
60000,99
60000,103
60000,89
60000,140
60000,149
60000,99
60000,101
60000,106
60000,132
60000,89
60000,108
60000,112
60000,128
60000,104
60000,102
60000,105
60000,118
60000,115
60000,103
60000,141
60000,102
60000,89
60000,132
60000,113
60000,99
60000,117
61000,116
61000,113
61000,98
61000,107
61000,115
61000,101
61000,93
61000,95
61000,137
61000,137
61000,114
61000,118
61000,126
61000,115
61000,121
61000,125
61000,123
61000,107
61000,103
61000,108
61000,103
61000,123
61000,116
61000,129
61000,91
61000,111
61000,101
61000,120
61000,104
61000,141
61000,127
61000,94
61000,132
61000,161
61000,141
61000,108
61000,108
61000,121
61000,120
61000,102
61000,105
61000,112
61000,124
61000,105
61000,104
61000,114
61000,101
61000,121
61000,103
61000,104
62000,102
62000,98
62000,93
62000,139
62000,126
62000,112
62000,104
62000,119
62000,107
62000,138
62000,134
62000,102
62000,97
62000,104
62000,113
62000,102
62000,117
62000,111
62000,133
62000,100
62000,127
62000,131
62000,109
62000,106
62000,104
62000,104
62000,127
62000,108
62000,106
62000,109
62000,113
62000,126
62000,124
62000,100
62000,98
62000,103
62000,117
62000,117
62000,115
62000,111
62000,100
62000,109
62000,96
62000,114
62000,120
62000,104
62000,111
62000,125
62000,117
62000,102
63000,126
63000,98
63000,104
63000,103
63000,107
63000,132
63000,136
63000,102
63000,95
63000,110
63000,94
63000,100
63000,121
63000,117
63000,124
63000,92
63000,110
63000,116
63000,109
63000,104
63000,102
63000,121
63000,116
63000,150
63000,102
63000,103
63000,91
63000,107
63000,101
63000,119
63000,102
63000,109
63000,127
63000,106
63000,110
63000,110
63000,122
63000,118
63000,103
63000,101
63000,103
63000,93
63000,145
63000,101
63000,121
63000,102
63000,100
63000,104
63000,113
63000,121
64000,104
64000,96
64000,103
64000,101
64000,125
64000,127
64000,100
64000,101
64000,96
64000,101
64000,117
64000,113
64000,95
64000,121
64000,101
64000,119
64000,104
64000,122
64000,108
64000,99
64000,113
64000,106
64000,102
64000,106
64000,117
64000,103
64000,119
64000,123
64000,96
64000,106
64000,121
64000,103
64000,127
64000,108
64000,122
64000,107
64000,127
64000,107
64000,109
64000,98
64000,115
64000,93
64000,95
64000,111
64000,138
64000,98
64000,102
64000,124
64000,100
64000,108
65000,97
65000,118
65000,117
65000,98
65000,108
65000,111
65000,119
65000,107
65000,109
65000,106
65000,94
65000,111
65000,134
65000,105
65000,114
65000,102
65000,114
65000,107
65000,108
65000,107
65000,109
65000,103
65000,113
65000,128
65000,104
65000,123
65000,104
65000,108
65000,113
65000,108
65000,116
65000,92
65000,136
65000,114
65000,123
65000,114
65000,109
65000,144
65000,90
65000,118
65000,98
65000,104
65000,108
65000,102
65000,109
65000,120
65000,107
65000,123
65000,106
65000,107
66000,103
66000,130
66000,138
66000,90
66000,96
66000,121
66000,117
66000,111
66000,101
66000,129
66000,112
66000,102
66000,147
66000,107
66000,118
66000,93
66000,103
66000,120
66000,109
66000,114
66000,106
66000,135
66000,108
66000,111
66000,117
66000,94
66000,127
66000,100
66000,107
66000,110
66000,123
66000,119
66000,100
66000,127
66000,107
66000,121
66000,104
66000,92
66000,108
66000,108
66000,116
66000,99
66000,102
66000,102
66000,116
66000,100
66000,98
66000,127
66000,111
66000,130
67000,117
67000,114
67000,102
67000,118
67000,144
67000,115
67000,121
67000,100
67000,112
67000,106
67000,127
67000,95
67000,115
67000,114
67000,118
67000,113
67000,116
67000,101
67000,114
67000,128
67000,96
67000,125
67000,98
67000,103
67000,107
67000,134
67000,104
67000,110
67000,110
67000,96
67000,102
67000,103
67000,111
67000,100
67000,131
67000,137
67000,110
67000,127
67000,101
67000,122
67000,117
67000,103
67000,111
67000,140
67000,113
67000,112
67000,103
67000,103
67000,99
67000,107
68000,121
68000,132
68000,100
68000,102
68000,103
68000,101
68000,114
68000,109
68000,117
68000,117
68000,120
68000,116
68000,113
68000,115
68000,112
68000,157
68000,103
68000,95
68000,90
68000,92
68000,130
68000,118
68000,135
68000,112
68000,107
68000,130
68000,136
68000,115
68000,115
68000,96
68000,110
68000,95
68000,108
68000,115
68000,123
68000,97
68000,120
68000,105
68000,94
68000,119
68000,158
68000,113
68000,119
68000,122
68000,109
68000,97
68000,104
68000,131
68000,122
68000,94
69000,96
69000,113
69000,107
69000,117
69000,107
69000,100
69000,112
69000,146
69000,118
69000,121
69000,103
69000,120
69000,112
69000,125
69000,96
69000,103
69000,108
69000,120
69000,100
69000,112
69000,110
69000,96
69000,106
69000,96
69000,120
69000,117
69000,123
69000,96
69000,119
69000,114
69000,94
69000,119
69000,97
69000,149
69000,111
69000,106
69000,116
69000,160
69000,111
69000,127
69000,106
69000,131
69000,110
69000,116
69000,99
69000,108
69000,105
69000,112
69000,95
69000,119
70000,107
70000,111
70000,116
70000,108
70000,121
70000,116
70000,103
70000,104
70000,108
70000,111
70000,108
70000,101
70000,96
70000,129
70000,106
70000,104
70000,115
70000,115
70000,99
70000,108
70000,113
70000,121
70000,101
70000,106
70000,110
70000,124
70000,99
70000,117
70000,129
70000,134
70000,102
70000,114
70000,113
70000,114
70000,96
70000,125
70000,98
70000,99
70000,115
70000,102
70000,96
70000,95
70000,108
70000,104
70000,110
70000,110
70000,128
70000,110
70000,114
70000,101
71000,119
71000,112
71000,102
71000,106
71000,106
71000,99
71000,115
71000,113
71000,126
71000,113
71000,106
71000,113
71000,120
71000,170
71000,109
71000,97
71000,106
71000,92
71000,101
71000,110
71000,119
71000,116
71000,105
71000,110
71000,109
71000,101
71000,108
71000,98
71000,112
71000,106
71000,121
71000,125
71000,119
71000,114
71000,135
71000,133
71000,116
71000,129
71000,112
71000,124
71000,123
71000,98
71000,124
71000,108
71000,104
71000,96
71000,97
71000,102
71000,103
71000,118
72000,120
72000,135
72000,113
72000,100
72000,109
72000,131
72000,94
72000,121
72000,118
72000,101
72000,137
72000,108
72000,152
72000,98
72000,157
72000,108
72000,108
72000,115
72000,97
72000,104
72000,105
72000,101
72000,106
72000,97
72000,102
72000,109
72000,97
72000,112
72000,108
72000,104
72000,127
72000,119
72000,131
72000,121
72000,117
72000,120
72000,120
72000,151
72000,102
72000,113
72000,102
72000,108
72000,97
72000,102
72000,125
72000,100
72000,118
72000,101
72000,98
72000,106
73000,132
73000,101
73000,107
73000,132
73000,100
73000,113
73000,112
73000,112
73000,106
73000,104
73000,104
73000,119
73000,105
73000,89
73000,103
73000,97
73000,106
73000,112
73000,114
73000,115
73000,135
73000,114
73000,119
73000,111
73000,95
73000,105
73000,139
73000,104
73000,93
73000,122
73000,114
73000,121
73000,99
73000,100
73000,98
73000,108
73000,103
73000,125
73000,118
73000,109
73000,111
73000,99
73000,98
73000,118
73000,131
73000,98
73000,107
73000,108
73000,113
73000,96
74000,111
74000,114
74000,105
74000,130
74000,124
74000,105
74000,100
74000,107
74000,104
74000,118
74000,103
74000,122
74000,119
74000,104
74000,101
74000,115
74000,118
74000,94
74000,124
74000,117
74000,98
74000,132
74000,116
74000,107
74000,105
74000,103
74000,97
74000,120
74000,94
74000,131
74000,119
74000,98
74000,101
74000,121
74000,128
74000,108
74000,105
74000,107
74000,112
74000,101
74000,98
74000,110
74000,133
74000,122
74000,108
74000,102
74000,117
74000,110
74000,107
74000,124
75000,113
75000,117
75000,120
75000,97
75000,105
75000,126
75000,102
75000,110
75000,101
75000,95
75000,124
75000,114
75000,121
75000,150
75000,113
75000,113
75000,102
75000,110
75000,125
75000,106
75000,116
75000,112
75000,103
75000,111
75000,117
75000,103
75000,117
75000,102
75000,122
75000,102
75000,99
75000,102
75000,142
75000,115
75000,109
75000,112
75000,127
75000,121
75000,116
75000,101
75000,129
75000,119
75000,119
75000,113
75000,101
75000,118
75000,116
75000,150
75000,107
75000,111
76000,106
76000,100
76000,108
76000,98
76000,103
76000,111
76000,119
76000,113
76000,106
76000,133
76000,98
76000,149
76000,119
76000,104
76000,105
76000,96
76000,120
76000,100
76000,119
76000,121
76000,106
76000,115
76000,129
76000,115
76000,113
76000,122
76000,118
76000,111
76000,112
76000,110
76000,131
76000,102
76000,102
76000,120
76000,110
76000,100
76000,103
76000,100
76000,107
76000,134
76000,120
76000,104
76000,108
76000,108
76000,106
76000,104
76000,115
76000,99
76000,103
76000,106
77000,111
77000,117
77000,100
77000,99
77000,113
77000,101
77000,124
77000,110
77000,141
77000,103
77000,126
77000,102
77000,98
77000,105
77000,114
77000,99
77000,118
77000,108
77000,102
77000,127
77000,101
77000,105
77000,100
77000,93
77000,107
77000,118
77000,147
77000,102
77000,125
77000,110
77000,102
77000,109
77000,119
77000,114
77000,109
77000,105
77000,102
77000,97
77000,101
77000,119
77000,109
77000,108
77000,119
77000,111
77000,129
77000,106
77000,114
77000,103
77000,95
77000,110
78000,112
78000,104
78000,110
78000,118
78000,115
78000,108
78000,113
78000,105
78000,105
78000,111
78000,111
78000,105
78000,99
78000,128
78000,99
78000,110
78000,115
78000,113
78000,130
78000,124
78000,103
78000,112
78000,116
78000,124
78000,103
78000,122
78000,105
78000,106
78000,107
78000,102
78000,126
78000,106
78000,111
78000,101
78000,106
78000,101
78000,109
78000,113
78000,100
78000,97
78000,133
78000,107
78000,104
78000,100
78000,106
78000,128
78000,99
78000,117
78000,131
78000,101
79000,104
79000,125
79000,129
79000,118
79000,118
79000,140
79000,106
79000,101
79000,93
79000,110
79000,98
79000,115
79000,99
79000,96
79000,110
79000,134
79000,99
79000,111
79000,117
79000,116
79000,108
79000,124
79000,133
79000,106
79000,106
79000,119
79000,136
79000,124
79000,120
79000,114
79000,133
79000,107
79000,118
79000,125
79000,114
79000,130
79000,103
79000,119
79000,109
79000,103
79000,113
79000,107
79000,108
79000,105
79000,100
79000,103
79000,112
79000,145
79000,126
79000,125
80000,116
80000,125
80000,100
80000,129
80000,126
80000,117
80000,145
80000,113
80000,113
80000,110
80000,102
80000,108
80000,117
80000,110
80000,104
80000,110
80000,94
80000,108
80000,107
80000,111
80000,98
80000,108
80000,103
80000,136
80000,108
80000,116
80000,112
80000,119
80000,127
80000,122
80000,112
80000,108
80000,123
80000,117
80000,116
80000,106
80000,114
80000,106
80000,101
80000,114
80000,111
80000,109
80000,122
80000,109
80000,119
80000,102
80000,101
80000,111
80000,115
80000,127
81000,135
81000,99
81000,101
81000,118
81000,124
81000,115
81000,93
81000,98
81000,113
81000,155
81000,106
81000,102
81000,114
81000,119
81000,102
81000,127
81000,122
81000,110
81000,110
81000,114
81000,104
81000,108
81000,107
81000,105
81000,105
81000,110
81000,98
81000,111
81000,95
81000,122
81000,138
81000,117
81000,110
81000,133
81000,102
81000,110
81000,100
81000,118
81000,129
81000,99
81000,111
81000,111
81000,125
81000,106
81000,115
81000,117
81000,109
81000,114
81000,98
81000,106
82000,110
82000,106
82000,134
82000,104
82000,113
82000,108
82000,113
82000,106
82000,122
82000,95
82000,104
82000,109
82000,141
82000,107
82000,118
82000,127
82000,108
82000,99
82000,115
82000,103
82000,116
82000,102
82000,105
82000,114
82000,98
82000,135
82000,113
82000,112
82000,126
82000,116
82000,108
82000,100
82000,120
82000,106
82000,140
82000,112
82000,105
82000,105
82000,101
82000,130
82000,112
82000,103
82000,127
82000,119
82000,101
82000,103
82000,96
82000,108
82000,146
82000,126
83000,104
83000,119
83000,113
83000,94
83000,138
83000,112
83000,115
83000,110
83000,112
83000,104
83000,121
83000,115
83000,110
83000,111
83000,126
83000,146
83000,114
83000,103
83000,127
83000,120
83000,105
83000,118
83000,110
83000,115
83000,102
83000,96
83000,102
83000,113
83000,102
83000,112
83000,110
83000,105
83000,128
83000,103
83000,122
83000,115
83000,111
83000,107
83000,107
83000,100
83000,112
83000,114
83000,124
83000,107
83000,105
83000,105
83000,105
83000,102
83000,133
83000,127
84000,94
84000,113
84000,104
84000,101
84000,116
84000,112
84000,113
84000,115
84000,118
84000,155
84000,112
84000,127
84000,110
84000,115
84000,95
84000,118
84000,118
84000,120
84000,120
84000,106
84000,103
84000,157
84000,99
84000,100
84000,131
84000,100
84000,103
84000,123
84000,101
84000,95
84000,117
84000,104
84000,107
84000,115
84000,108
84000,104
84000,114
84000,119
84000,106
84000,113
84000,144
84000,110
84000,107
84000,109
84000,102
84000,112
84000,99
84000,124
84000,116
84000,101
85000,100
85000,105
85000,106
85000,134
85000,124
85000,122
85000,104
85000,103
85000,102
85000,135
85000,113
85000,103
85000,116
85000,114
85000,137
85000,101
85000,107
85000,106
85000,98
85000,108
85000,105
85000,100
85000,107
85000,113
85000,103
85000,104
85000,105
85000,121
85000,115
85000,129
85000,134
85000,123
85000,110
85000,105
85000,108
85000,114
85000,110
85000,105
85000,100
85000,124
85000,107
85000,100
85000,101
85000,97
85000,112
85000,105
85000,113
85000,127
85000,102
85000,101
86000,110
86000,116
86000,114
86000,120
86000,105
86000,94
86000,122
86000,101
86000,101
86000,128
86000,143
86000,119
86000,106
86000,115
86000,136
86000,102
86000,102
86000,112
86000,100
86000,118
86000,122
86000,107
86000,108
86000,104
86000,100
86000,117
86000,99
86000,136
86000,116
86000,127
86000,104
86000,112
86000,110
86000,114
86000,148
86000,100
86000,127
86000,148
86000,121
86000,130
86000,121
86000,114
86000,102
86000,123
86000,136
86000,111
86000,113
86000,109
86000,114
86000,118
87000,102
87000,110
87000,103
87000,112
87000,113
87000,103
87000,114
87000,111
87000,112
87000,111
87000,101
87000,111
87000,100
87000,109
87000,118
87000,104
87000,117
87000,114
87000,119
87000,121
87000,109
87000,102
87000,106
87000,125
87000,123
87000,114
87000,160
87000,107
87000,116
87000,123
87000,138
87000,134
87000,129
87000,122
87000,196
87000,113
87000,142
87000,121
87000,114
87000,125
87000,118
87000,114
87000,126
87000,109
87000,112
87000,112
87000,104
87000,114
87000,124
87000,111
88000,117
88000,106
88000,105
88000,130
88000,107
88000,111
88000,98
88000,141
88000,105
88000,131
88000,106
88000,119
88000,103
88000,111
88000,114
88000,112
88000,98
88000,112
88000,125
88000,151
88000,123
88000,125
88000,131
88000,133
88000,119
88000,103
88000,104
88000,111
88000,118
88000,97
88000,106
88000,104
88000,113
88000,125
88000,103
88000,124
88000,111
88000,109
88000,99
88000,116
88000,103
88000,105
88000,98
88000,113
88000,126
88000,110
88000,111
88000,135
88000,118
88000,101
89000,104
89000,98
89000,108
89000,105
89000,108
89000,110
89000,142
89000,101
89000,128
89000,137
89000,111
89000,108
89000,114
89000,103
89000,107
89000,108
89000,104
89000,109
89000,141
89000,116
89000,120
89000,110
89000,109
89000,138
89000,96
89000,105
89000,103
89000,111
89000,116
89000,115
89000,125
89000,143
89000,106
89000,121
89000,120
89000,107
89000,104
89000,104
89000,102
89000,120
89000,173
89000,115
89000,122
89000,110
89000,128
89000,127
89000,111
89000,130
89000,116
89000,98
90000,100
90000,109
90000,103
90000,149
90000,138
90000,123
90000,131
90000,123
90000,121
90000,108
90000,105
90000,101
90000,116
90000,110
90000,103
90000,114
90000,99
90000,109
90000,99
90000,139
90000,112
90000,122
90000,94
90000,106
90000,117
90000,97
90000,111
90000,134
90000,111
90000,96
90000,123
90000,99
90000,112
90000,97
90000,123
90000,117
90000,115
90000,111
90000,107
90000,115
90000,128
90000,101
90000,144
90000,176
90000,154
90000,114
90000,113
90000,111
90000,100
90000,108
91000,108
91000,116
91000,116
91000,107
91000,114
91000,117
91000,106
91000,126
91000,117
91000,103
91000,116
91000,109
91000,112
91000,113
91000,105
91000,103
91000,132
91000,110
91000,101
91000,128
91000,112
91000,98
91000,158
91000,107
91000,116
91000,97
91000,114
91000,147
91000,105
91000,109
91000,117
91000,144
91000,107
91000,107
91000,108
91000,95
91000,114
91000,103
91000,116
91000,118
91000,97
91000,115
91000,112
91000,123
91000,140
91000,124
91000,108
91000,108
91000,123
91000,111
92000,124
92000,110
92000,128
92000,110
92000,167
92000,135
92000,100
92000,126
92000,114
92000,105
92000,120
92000,110
92000,116
92000,107
92000,113
92000,109
92000,110
92000,118
92000,117
92000,107
92000,118
92000,113
92000,111
92000,108
92000,124
92000,106
92000,109
92000,101
92000,139
92000,107
92000,110
92000,94
92000,158
92000,124
92000,116
92000,123
92000,104
92000,133
92000,93
92000,109
92000,111
92000,109
92000,108
92000,132
92000,108
92000,126
92000,116
92000,93
92000,118
92000,104
93000,105
93000,108
93000,110
93000,95
93000,129
93000,109
93000,103
93000,104
93000,100
93000,95
93000,103
93000,109
93000,112
93000,111
93000,109
93000,131
93000,105
93000,95
93000,102
93000,127
93000,104
93000,123
93000,105
93000,129
93000,104
93000,115
93000,104
93000,133
93000,140
93000,104
93000,111
93000,121
93000,126
93000,115
93000,117
93000,117
93000,106
93000,113
93000,97
93000,113
93000,107
93000,122
93000,112
93000,108
93000,114
93000,122
93000,121
93000,119
93000,106
93000,105
94000,111
94000,121
94000,125
94000,125
94000,110
94000,129
94000,108
94000,112
94000,159
94000,114
94000,104
94000,109
94000,107
94000,125
94000,109
94000,115
94000,101
94000,126
94000,144
94000,100
94000,102
94000,100
94000,107
94000,101
94000,112
94000,112
94000,117
94000,97
94000,118
94000,124
94000,113
94000,107
94000,106
94000,127
94000,110
94000,111
94000,110
94000,117
94000,114
94000,121
94000,118
94000,110
94000,104
94000,109
94000,116
94000,102
94000,115
94000,106
94000,110
94000,113
95000,112
95000,129
95000,123
95000,114
95000,116
95000,107
95000,110
95000,120
95000,136
95000,116
95000,109
95000,112
95000,115
95000,107
95000,131
95000,116
95000,115
95000,100
95000,110
95000,109
95000,123
95000,106
95000,101
95000,108
95000,108
95000,99
95000,123
95000,109
95000,94
95000,104
95000,104
95000,128
95000,100
95000,119
95000,114
95000,109
95000,117
95000,91
95000,108
95000,116
95000,115
95000,147
95000,117
95000,107
95000,136
95000,102
95000,115
95000,128
95000,111
95000,124
96000,119
96000,112
96000,122
96000,118
96000,120
96000,105
96000,96
96000,127
96000,122
96000,109
96000,117
96000,123
96000,112
96000,113
96000,125
96000,116
96000,121
96000,120
96000,115
96000,115
96000,105
96000,120
96000,103
96000,113
96000,114
96000,114
96000,112
96000,107
96000,127
96000,105
96000,133
96000,130
96000,133
96000,115
96000,125
96000,130
96000,136
96000,122
96000,118
96000,100
96000,114
96000,103
96000,103
96000,113
96000,108
96000,133
96000,123
96000,142
96000,109
96000,101
97000,119
97000,128
97000,142
97000,104
97000,119
97000,96
97000,102
97000,113
97000,98
97000,120
97000,118
97000,121
97000,117
97000,115
97000,110
97000,107
97000,112
97000,106
97000,130
97000,122
97000,160
97000,127
97000,103
97000,117
97000,115
97000,109
97000,188
97000,115
97000,127
97000,110
97000,126
97000,115
97000,119
97000,112
97000,100
97000,127
97000,114
97000,104
97000,154
97000,123
97000,106
97000,109
97000,112
97000,110
97000,110
97000,146
97000,116
97000,101
97000,107
97000,107
98000,126
98000,118
98000,117
98000,123
98000,115
98000,124
98000,120
98000,131
98000,123
98000,105
98000,116
98000,123
98000,111
98000,133
98000,136
98000,98
98000,119
98000,106
98000,130
98000,127
98000,107
98000,102
98000,106
98000,114
98000,109
98000,102
98000,115
98000,117
98000,126
98000,133
98000,106
98000,110
98000,117
98000,108
98000,123
98000,131
98000,95
98000,102
98000,115
98000,114
98000,122
98000,123
98000,118
98000,103
98000,117
98000,97
98000,106
98000,113
98000,102
98000,96
99000,100
99000,129
99000,105
99000,139
99000,110
99000,107
99000,114
99000,101
99000,131
99000,92
99000,105
99000,103
99000,121
99000,104
99000,123
99000,113
99000,126
99000,101
99000,136
99000,108
99000,117
99000,132
99000,154
99000,104
99000,124
99000,114
99000,120
99000,108
99000,119
99000,102
99000,130
99000,113
99000,126
99000,126
99000,101
99000,96
99000,109
99000,144
99000,104
99000,175
99000,118
99000,139
99000,128
99000,110
99000,147
99000,116
99000,114
99000,101
99000,104
99000,120
100000,109
100000,99
100000,120
100000,125
100000,107
100000,103
100000,101
100000,126
100000,98
100000,103
100000,103
100000,122
100000,122
100000,119
100000,113
100000,120
100000,120
100000,122
100000,103
100000,135
100000,109
100000,103
100000,102
100000,105
100000,109
100000,124
100000,111
100000,120
100000,126
100000,115
100000,123
100000,137
100000,130
100000,112
100000,133
100000,138
100000,104
100000,100
100000,105
100000,106
100000,118
100000,98
100000,125
100000,125
100000,130
100000,104
100000,116
100000,155
100000,103
100000,111
