n,D
46000,646382
46000,581939
46000,678722
46000,593351
46000,644966
46000,584120
46000,684877
46000,635789
46000,718854
46000,604123
46000,684841
46000,727221
46000,720870
46000,711513
47000,588448
47000,673354
47000,626969
47000,604795
47000,690068
47000,690334
47000,626129
47000,782164
47000,819939
47000,657862
47000,619676
47000,611716
47000,625884
47000,673156
47000,568752
47000,613523
47000,709128
47000,710244
47000,704382
47000,627971
47000,697346
47000,671344
47000,742116
47000,592594
47000,579282
47000,591283
47000,702526
47000,605701
47000,560143
47000,699217
47000,657765
47000,579753
47000,599247
47000,647620
47000,648947
47000,612307
47000,579635
47000,671598
47000,787855
47000,594717
47000,585332
47000,669973
47000,776188
47000,690556
47000,635898
47000,635859
47000,628565
47000,532821
47000,758502
47000,646806
48000,694355
48000,636910
48000,1036657
48000,733112
48000,602695
48000,567702
48000,668150
48000,668786
48000,670814
48000,713943
48000,809140
48000,633943
48000,680384
48000,812043
48000,695348
48000,601685
48000,627625
48000,692775
48000,745303
48000,653769
48000,656793
48000,868426
48000,647427
48000,655191
48000,634595
48000,654084
48000,611199
48000,736140
48000,612367
48000,719713
48000,674046
48000,660852
48000,601511
48000,758845
48000,657072
48000,657141
48000,568890
48000,648195
48000,657330
48000,739172
48000,803763
48000,641748
48000,779731
48000,816687
48000,693687
48000,674044
48000,620504
48000,676290
48000,664337
48000,643482
49000,654366
49000,626285
49000,641505
49000,649265
49000,604083
49000,621904
49000,721149
49000,642392
49000,762685
49000,678386
49000,640447
49000,616294
49000,882474
49000,675362
49000,738465
49000,696543
49000,659524
49000,660301
49000,619401
49000,633386
49000,762399
49000,663521
49000,642310
49000,721578
49000,752358
49000,642276
49000,605435
49000,632225
49000,693389
49000,727229
49000,628268
49000,654079
49000,735124
49000,740123
49000,664120
49000,734482
49000,614017
49000,671909
49000,624625
49000,650776
49000,680226
49000,755697
49000,666309
49000,652648
49000,586193
49000,655330
49000,659983
49000,667546
49000,642562
49000,614773
50000,727563
50000,657894
50000,652967
50000,598743
50000,679553
50000,660085
50000,701727
50000,744086
50000,646739
50000,657733
50000,751029
50000,670649
50000,692316
50000,826395
50000,705757
50000,732107
50000,673859
50000,646979
50000,618032
50000,700879
50000,686622
50000,706594
50000,633490
50000,715338
50000,706455
50000,788741
50000,663462
50000,624118
50000,787754
50000,662364
50000,722458
50000,630595
50000,742548
50000,619814
50000,615310
50000,646869
50000,652914
50000,829281
50000,800487
50000,681397
50000,660470
50000,650297
50000,624460
50000,631335
50000,727348
50000,643744
50000,687217
50000,567654
50000,699112
50000,756508
51000,667683
51000,697677
51000,741763
51000,705583
51000,624666
51000,621616
51000,717922
51000,700000
51000,618355
51000,690150
51000,641424
51000,670492
51000,774593
51000,842209
51000,795123
51000,661604
51000,762471
51000,635962
51000,785693
51000,660641
51000,685642
51000,895691
51000,857094
51000,679870
51000,703338
51000,724313
51000,703522
51000,608642
51000,632199
51000,714824
51000,666853
51000,872070
51000,718403
51000,651392
51000,811912
51000,652876
51000,719924
51000,724464
51000,662498
51000,1017505
51000,769245
51000,748220
51000,636914
51000,751026
51000,677253
51000,717343
51000,703428
51000,666309
51000,727619
51000,676511
52000,713137
52000,720367
52000,647529
52000,713803
52000,743044
52000,732569
52000,733521
52000,727430
52000,647085
52000,627694
52000,735970
52000,1114644
52000,673874
52000,716167
52000,836817
52000,933771
52000,659537
52000,714938
52000,707104
52000,608981
52000,708272
52000,785818
52000,760797
52000,612651
52000,634463
52000,828706
52000,898876
52000,694044
52000,727420
52000,772910
52000,807380
52000,730079
52000,633883
52000,707401
52000,693879
52000,655249
52000,730611
52000,701421
52000,739690
52000,665174
52000,630351
52000,755807
52000,790579
52000,701114
52000,749344
52000,665654
52000,734262
52000,657293
52000,652830
52000,672979
53000,662991
53000,736821
53000,794765
53000,728162
53000,685962
53000,750242
53000,719819
53000,709539
53000,745620
53000,796039
53000,785435
53000,703983
53000,773494
53000,681155
53000,712762
53000,806285
53000,740173
53000,677642
53000,914548
53000,1035548
53000,766219
53000,699397
53000,768501
53000,744761
53000,721620
53000,855955
53000,738297
53000,710317
53000,853581
53000,792420
53000,809948
53000,851398
53000,755798
53000,753814
53000,704701
53000,716850
53000,719722
53000,763633
53000,607931
53000,635970
53000,827472
53000,664893
53000,712630
53000,744897
53000,768812
53000,870765
53000,782907
53000,921191
53000,770873
53000,867553
54000,799726
54000,774250
54000,828143
54000,755779
54000,775864
54000,732263
54000,861850
54000,752859
54000,858207
54000,774160
54000,683231
54000,744018
54000,743299
54000,792113
54000,859863
54000,827134
54000,661826
54000,763117
54000,761041
54000,841910
54000,684952
54000,724541
54000,793378
54000,724477
54000,780319
54000,704568
54000,830502
54000,791625
54000,697395
54000,728414
54000,822799
54000,711429
54000,785607
54000,683051
54000,747042
54000,661345
54000,736141
54000,726141
54000,662022
54000,1029569
54000,910658
54000,759505
54000,701938
54000,723677
54000,829781
54000,865380
54000,759358
54000,734857
54000,688418
54000,735055
55000,746911
55000,742695
55000,766359
55000,693481
55000,853214
55000,814975
55000,743947
55000,761887
55000,767040
55000,733567
55000,801751
55000,711638
55000,757377
55000,775264
55000,797626
55000,713542
55000,858858
55000,926867
55000,716349
55000,726871
55000,803435
55000,667411
55000,795862
55000,715367
55000,873696
55000,754775
55000,950123
55000,794427
55000,886167
55000,716200
55000,718468
55000,715989
55000,840494
55000,717131
55000,801878
55000,774248
55000,766932
55000,766523
55000,863031
55000,926644
55000,735206
55000,850332
55000,781110
55000,762428
55000,811314
55000,759858
55000,718190
55000,664708
55000,801773
55000,708461
56000,785589
56000,861688
56000,786506
56000,825772
56000,731869
56000,748785
56000,718491
56000,894922
56000,785052
56000,821981
56000,809751
56000,781437
56000,919950
56000,666923
56000,882684
56000,871947
56000,814717
56000,939794
56000,715760
56000,762954
56000,789846
56000,780053
56000,813559
56000,806490
56000,814602
56000,798323
56000,739062
56000,955956
56000,755339
56000,738361
56000,891880
56000,762207
56000,937529
56000,750131
56000,797503
56000,865937
56000,821370
56000,808610
56000,775137
56000,807861
56000,697163
56000,765760
56000,924438
56000,867157
56000,816450
56000,1003380
56000,718411
56000,835928
56000,837214
56000,707208
57000,823603
57000,757696
57000,776014
57000,757468
57000,756949
57000,791541
57000,829159
57000,796499
57000,711553
57000,1018409
57000,874613
57000,816303
57000,947469
57000,952083
57000,796913
57000,739007
57000,780493
57000,770605
57000,765330
57000,739689
57000,860723
57000,705843
57000,740648
57000,753448
57000,773922
57000,701529
57000,810786
57000,820895
57000,763945
57000,882539
57000,808121
57000,770082
57000,833353
57000,778123
57000,798450
57000,688300
57000,827531
57000,842808
57000,989272
57000,696705
57000,746272
57000,715628
57000,749529
57000,769255
57000,916660
57000,777028
57000,988763
57000,931144
57000,834800
57000,967261
58000,801317
58000,866650
58000,807025
58000,954115
58000,858479
58000,769523
58000,719181
58000,1096528
58000,780157
58000,809137
58000,813313
58000,757797
58000,749899
58000,786553
58000,864211
58000,880290
58000,824632
58000,888810
58000,790645
58000,1061896
58000,938548
58000,830501
58000,787765
58000,763889
58000,876524
58000,821906
58000,736624
58000,757056
58000,804531
58000,839396
58000,838203
58000,667872
58000,765767
58000,918329
58000,879942
58000,919560
58000,760084
58000,785774
58000,708888
58000,751333
58000,779565
58000,739870
58000,895122
58000,903718
58000,732294
58000,748840
58000,746277
58000,784088
58000,836079
58000,804389
59000,844128
59000,951906
59000,841956
59000,793315
59000,795989
59000,807488
59000,794385
59000,845156
59000,847546
59000,910913
59000,753181
59000,963614
59000,870010
59000,732602
59000,919325
59000,808822
59000,790367
59000,820016
59000,886194
59000,841337
59000,1008575
59000,761384
59000,912917
59000,777517
59000,803373
59000,858107
59000,889169
59000,864923
59000,838539
59000,821106
59000,758869
59000,796089
59000,728670
59000,732841
59000,777304
59000,847912
59000,967004
59000,943151
59000,863674
59000,949510
59000,758531
59000,868577
59000,813563
59000,739069
59000,771941
59000,724753
59000,791729
59000,945029
59000,874378
59000,1005839
60000,767645
60000,856881
60000,774998
60000,832468
60000,901016
60000,774669
60000,834811
60000,790178
60000,930961
60000,767606
60000,823096
60000,861831
60000,822206
60000,822464
60000,758739
60000,901526
60000,802492
60000,1026969
60000,928045
60000,771142
60000,864004
60000,784853
60000,980065
60000,916781
60000,773885
60000,916140
60000,850082
60000,772397
60000,845982
60000,904108
60000,903863
60000,876685
60000,877780
60000,990276
60000,963076
60000,822590
60000,970862
60000,929598
60000,901384
60000,971767
60000,815467
60000,878086
60000,886660
60000,758898
60000,787552
60000,860736
60000,1023129
60000,767681
60000,846441
60000,903306
61000,819252
61000,960551
61000,804765
61000,859834
61000,752222
61000,853315
61000,928185
61000,870655
61000,908012
61000,880529
61000,896013
61000,933872
61000,854713
61000,1228535
61000,986011
61000,934109
61000,871632
61000,925002
61000,917009
61000,855722
61000,863336
61000,773577
61000,855775
61000,821851
61000,1135830
61000,1007788
61000,1052157
61000,1041070
61000,899599
61000,888668
61000,1204769
61000,907285
61000,899270
61000,801864
61000,1061255
61000,857205
61000,793076
61000,891996
61000,840508
61000,968041
61000,875262
61000,833645
61000,888213
61000,882301
61000,805156
61000,862115
61000,814901
61000,770385
61000,788131
61000,850330
62000,865337
62000,737672
62000,831746
62000,887170
62000,830485
62000,875566
62000,875704
62000,836271
62000,955040
62000,822266
62000,936102
62000,951137
62000,826435
62000,871556
62000,1020537
62000,807194
62000,777695
62000,810723
62000,851837
62000,1028148
62000,826385
62000,850732
62000,913228
62000,779285
62000,722287
62000,908982
62000,1006495
62000,818383
62000,832906
62000,934843
62000,871027
62000,774979
62000,824467
62000,927052
62000,1005294
62000,944802
62000,899473
62000,917590
62000,823984
62000,1036251
62000,1010566
62000,820955
62000,903321
62000,940510
62000,825694
62000,879422
62000,859031
62000,1083240
62000,1011371
62000,909645
63000,968512
63000,947001
63000,783339
63000,977271
63000,841471
63000,776564
63000,875826
63000,881475
63000,817174
63000,916127
63000,845166
63000,828617
63000,870434
63000,836819
63000,840872
63000,786464
63000,923725
63000,846812
63000,960235
63000,984792
63000,781593
63000,799893
63000,837871
63000,1051050
63000,923281
63000,850519
63000,936655
63000,1006741
63000,803051
63000,861902
63000,822425
63000,923730
63000,825020
63000,828809
63000,766308
63000,859646
63000,823467
63000,908403
63000,1040555
63000,855793
63000,798448
63000,987942
63000,847769
63000,884043
63000,1172614
63000,888692
63000,938313
63000,852882
63000,797830
63000,770123
64000,888734
64000,890612
64000,1073118
64000,1015194
64000,832726
64000,837473
64000,993138
64000,842852
64000,786529
64000,944103
64000,985488
64000,1088820
64000,861300
64000,894232
64000,853963
64000,867187
64000,869283
64000,870286
64000,847947
64000,817435
64000,922132
64000,839179
64000,876142
64000,857217
64000,890775
64000,788492
64000,936351
64000,836641
64000,928570
64000,880686
64000,903020
64000,970163
64000,903696
64000,876982
64000,952681
64000,870380
64000,984111
64000,893532
64000,846002
64000,953667
64000,933843
64000,872414
64000,991788
64000,807695
64000,992889
64000,811663
64000,780549
64000,885177
64000,959730
64000,865468
65000,816141
65000,787530
65000,922194
65000,885666
65000,934403
65000,882362
65000,868889
65000,832227
65000,766038
65000,1072068
65000,846655
65000,879228
65000,955397
65000,905441
65000,860646
65000,930327
65000,908458
65000,885223
65000,858419
65000,1133869
65000,898749
65000,846931
65000,961488
65000,916682
65000,973127
65000,964021
65000,796776
65000,869203
65000,853718
65000,1144067
65000,939232
65000,1042209
65000,819643
65000,980966
65000,854398
65000,1068081
65000,1094300
65000,1168769
65000,954627
65000,991937
65000,960212
65000,936310
65000,929828
65000,865831
65000,1258758
65000,949597
65000,876582
65000,898188
65000,885051
65000,885950
66000,1002005
66000,834714
66000,930230
66000,898000
66000,928038
66000,921807
66000,1000837
66000,952828
66000,888324
66000,1219470
66000,935194
66000,895508
66000,989134
66000,902582
66000,919104
66000,963556
66000,1041665
66000,913675
66000,931707
66000,931781
66000,894953
66000,1067444
66000,958832
66000,877381
66000,949500
66000,886014
66000,849349
66000,916638
66000,836219
66000,1083677
66000,998971
66000,903100
66000,946044
66000,863652
66000,1022990
66000,1077165
66000,909156
66000,880394
66000,981922
66000,875314
66000,940032
66000,1181711
66000,889475
66000,1085065
66000,995283
66000,946215
66000,813624
66000,818344
66000,949640
66000,1021303
67000,1244339
67000,1002945
67000,1000033
67000,849703
67000,953741
67000,1020881
67000,876110
67000,890839
67000,985749
67000,1003061
67000,1000392
67000,915620
67000,1047022
67000,894829
67000,1134090
67000,900045
67000,931613
67000,939069
67000,1025861
67000,839479
67000,847484
67000,1049075
67000,950354
67000,995831
67000,904146
67000,904451
67000,904056
67000,1110910
67000,782684
67000,903376
67000,1048573
67000,1077295
67000,1006432
67000,888841
67000,905317
67000,927161
67000,988092
67000,857258
67000,917726
67000,840534
67000,974578
67000,919758
67000,1118914
67000,946041
67000,911729
67000,857393
67000,989618
67000,881991
67000,949535
67000,936169
68000,999899
68000,955939
68000,824296
68000,955715
68000,943695
68000,902071
68000,1004354
68000,1038229
68000,1070076
68000,1079077
68000,907155
68000,937271
68000,908087
68000,887276
68000,938025
68000,943212
68000,1100074
68000,966617
68000,1006778
68000,1133194
68000,1022847
68000,1049565
68000,837580
68000,963987
68000,900743
68000,951579
68000,946818
68000,862257
68000,1023753
68000,913890
68000,942634
68000,859568
68000,1060050
68000,998196
68000,984823
68000,1042735
68000,1017420
68000,1098114
68000,996264
68000,946682
68000,1103884
68000,786298
68000,1016293
68000,886059
68000,1036374
68000,1009023
68000,985058
68000,887488
68000,902326
68000,905398
69000,1021829
69000,917252
69000,1114453
69000,1213181
69000,1011539
69000,1170441
69000,893849
69000,932830
69000,1089568
69000,931203
69000,908401
69000,1052041
69000,906458
69000,874010
69000,967679
69000,997152
69000,1045420
69000,1036815
69000,1038694
69000,1007787
69000,883827
69000,1020047
69000,923686
69000,1016136
69000,1058820
69000,984539
69000,1213677
69000,918992
69000,1217851
69000,1054199
69000,990850
69000,972398
69000,1214917
69000,1021912
69000,855519
69000,1174025
69000,887160
69000,1065095
69000,1042549
69000,851413
69000,995321
69000,1201215
69000,1082145
69000,1177330
69000,876253
69000,923724
69000,995954
69000,1068561
69000,923118
69000,1002284
70000,1030625
70000,972433
70000,1035857
70000,918008
70000,932888
70000,899053
70000,924485
70000,1046358
70000,1127924
70000,958822
70000,830199
70000,1013658
70000,1013293
70000,1058246
70000,1066218
70000,966295
70000,1113003
70000,898103
70000,1016485
70000,946538
70000,973745
70000,1131852
70000,989963
70000,1026856
70000,918383
70000,938119
70000,1171153
70000,965944
70000,888568
70000,901957
70000,1039650
70000,1028169
70000,987213
70000,1144806
70000,1039979
70000,1002512
70000,1038372
70000,953386
70000,970906
70000,1294289
70000,943631
70000,909350
70000,1039374
70000,977153
70000,984108
70000,1066745
70000,902381
70000,960395
70000,1163379
70000,950556
71000,1066444
71000,1017945
71000,974169
71000,901619
71000,991572
71000,1056715
71000,1147778
71000,929199
71000,1004091
71000,1019367
71000,1001381
71000,997367
71000,901670
71000,1058739
71000,1039999
71000,952735
71000,990863
71000,971288
71000,1074323
71000,881627
71000,956028
71000,986710
71000,963258
71000,966666
71000,1057829
71000,1068984
71000,1105690
71000,944223
71000,1107629
71000,976624
71000,1055955
71000,1046264
71000,942459
71000,887542
71000,1128946
71000,1003687
71000,1080715
71000,1204612
71000,1015663
71000,1090364
71000,872664
71000,1042413
71000,1035919
71000,953455
71000,1057129
71000,1073406
71000,939842
71000,1178297
71000,964792
71000,909892
72000,841711
72000,976068
72000,937263
72000,997293
72000,1014548
72000,1159745
72000,908621
72000,1197941
72000,1059987
72000,1008626
72000,1119652
72000,928056
72000,991133
72000,978059
72000,1093845
72000,1114661
72000,926079
72000,1065169
72000,950509
72000,1232603
72000,1091594
72000,1019990
72000,1043437
72000,1081836
72000,966043
72000,1051429
72000,976228
72000,980024
72000,1081399
72000,990625
72000,1016236
72000,1023494
72000,1056679
72000,929201
72000,918234
72000,1045456
72000,1017017
72000,1201977
72000,858396
72000,951308
72000,1130813
72000,1033431
72000,1057670
72000,949192
72000,1066971
72000,1074442
72000,1077185
72000,1276089
72000,1031063
72000,871998
73000,1074428
73000,1094286
73000,1080582
73000,1076132
73000,989640
73000,1199907
73000,977541
73000,894655
73000,1135023
73000,1068387
73000,934859
73000,1267657
73000,1058762
73000,1111415
73000,957753
73000,994701
73000,1104396
73000,968765
73000,1057594
73000,973516
73000,1030395
73000,1232074
73000,1025093
73000,1026543
73000,1006636
73000,1277607
73000,1104853
73000,1165277
73000,1081628
73000,1167592
73000,1094585
73000,989424
73000,1230330
73000,1269540
73000,930731
73000,967348
73000,926376
73000,954172
73000,1040917
73000,996550
73000,1216705
73000,943510
73000,1125245
73000,1212141
73000,1083917
73000,1044704
73000,1012689
73000,1254174
73000,878984
73000,906777
74000,1010278
74000,1014106
74000,1064353
74000,1232301
74000,1088178
74000,1026636
74000,1041301
74000,1056456
74000,1039199
74000,953711
74000,1107845
74000,999025
74000,1094135
74000,1139738
74000,1082020
74000,1065218
74000,968170
74000,1209801
74000,915510
74000,1091910
74000,1042765
74000,1230153
74000,982493
74000,1060757
74000,938595
74000,1055320
74000,997712
74000,1078406
74000,1014476
74000,1036221
74000,1212761
74000,1435904
74000,1311402
74000,1045931
74000,963883
74000,1039915
74000,1047307
74000,989077
74000,1041810
74000,1163306
74000,1174631
74000,1079287
74000,1009121
74000,1077601
74000,1046434
74000,1011895
74000,931149
74000,1016768
74000,1063156
74000,921800
75000,1051341
75000,1155299
75000,1007462
75000,1056675
75000,1073190
75000,1018207
75000,1123561
75000,1104973
75000,1047716
75000,994688
75000,1110860
75000,1159459
75000,976813
75000,1023559
75000,1017935
75000,928580
75000,1005832
75000,991491
75000,1107137
75000,1066095
75000,1048140
75000,1194029
75000,1064600
75000,998001
75000,1111958
75000,1072443
75000,1057686
75000,1031727
75000,1124066
75000,1171680
75000,1118205
75000,1114626
75000,1184587
75000,1114806
75000,1167791
75000,1160519
75000,1026885
75000,961043
75000,1154301
75000,1095928
75000,1085763
75000,1192583
75000,1038482
75000,1181013
75000,1043897
75000,1316159
75000,1044818
75000,1107058
75000,1147491
75000,1148113
76000,977025
76000,1004137
76000,1152659
76000,1094731
76000,1027417
76000,1271935
76000,989677
76000,1047263
76000,1061676
76000,1290399
76000,924680
76000,1249069
76000,1044030
76000,1173244
76000,1094729
76000,1210085
76000,1048547
76000,1106847
76000,1121166
76000,1032344
76000,1347016
76000,1210141
76000,974392
76000,1294293
76000,1029946
76000,1048855
76000,1024304
76000,1013180
76000,952737
76000,1411772
76000,1147849
76000,1046394
76000,1150736
76000,1055473
76000,1244314
76000,1018296
76000,996419
76000,1106282
76000,993550
76000,1076371
76000,1112067
76000,1361043
76000,1078697
76000,1013659
76000,1137858
76000,1079431
76000,1201654
76000,1119519
76000,1113052
76000,1007730
77000,1040180
77000,1041709
77000,1063901
77000,1090853
77000,946255
77000,1263883
77000,1161137
77000,1085912
77000,1231017
77000,1032764
77000,1101551
77000,1020106
77000,1020732
77000,1063234
77000,1062368
77000,1068183
77000,1026888
77000,1056596
77000,982567
77000,1000709
77000,1262322
77000,1384742
77000,1128257
77000,997217
77000,998605
77000,1103931
77000,1055846
77000,1124118
77000,1061118
77000,1105430
77000,1068983
77000,1308670
77000,1071165
77000,1036639
77000,1133088
77000,1190980
77000,978919
77000,1141864
77000,1001516
77000,1221340
77000,991371
77000,1020748
77000,967817
77000,1060131
77000,1082559
77000,1252421
77000,1175641
77000,1079284
77000,1270281
77000,1141125
78000,1057755
78000,1052770
78000,1187506
78000,1211597
78000,1202673
78000,1130777
78000,1272166
78000,1044961
78000,1386206
78000,1119728
78000,1052788
78000,1218511
78000,1122300
78000,1061282
78000,1005815
78000,1131961
78000,1021721
78000,1140835
78000,1356177
78000,1209014
78000,1216572
78000,1224814
78000,1142648
78000,1138236
78000,1041126
78000,1278767
78000,1208217
78000,1138597
78000,1158489
78000,1301231
78000,1112861
78000,1266632
78000,1045186
78000,1200598
78000,1135028
78000,1019645
78000,1013727
78000,1129084
78000,1038882
78000,1068954
78000,1091127
78000,1274644
78000,1418991
78000,1057560
78000,1192956
78000,952134
78000,1158655
78000,1062105
78000,1185119
78000,1084560
79000,1186871
79000,1252880
79000,941575
79000,1056385
79000,1069955
79000,1208860
79000,1064764
79000,1119526
79000,1127952
79000,1215987
79000,1187762
79000,1118071
79000,1144159
79000,1257272
79000,1165324
79000,1048801
79000,992940
79000,1241019
79000,1123742
79000,1166636
79000,1179774
79000,1187078
79000,1091171
79000,1058495
79000,1307370
79000,1169660
79000,1121389
79000,1219711
79000,1354206
79000,1256116
79000,1167343
79000,1340046
79000,1086103
79000,1083980
79000,1163731
79000,1034830
79000,1150282
79000,1032082
79000,1179813
79000,1146155
79000,1008311
79000,1024900
79000,1200892
79000,1008223
79000,995558
79000,986603
79000,1029545
79000,1230320
79000,1333107
79000,1082834
80000,1333299
80000,1150366
80000,1223146
80000,1257919
80000,1293507
80000,1197505
80000,1231506
80000,1124740
80000,1386456
80000,1214553
80000,1053357
80000,1120576
80000,1161970
80000,1030591
80000,1094970
80000,1305803
80000,1187831
80000,1518935
80000,1359024
80000,1149884
80000,1126660
80000,1218059
80000,1205086
80000,1308608
80000,1229606
80000,1076995
80000,1109848
80000,1022732
80000,1325198
80000,1116855
80000,1063162
80000,1654857
80000,1076504
80000,1052387
80000,1519686
80000,1199131
80000,1202634
80000,1060956
80000,1058990
80000,1105765
80000,1256088
80000,1108278
80000,1087499
80000,1075381
80000,1274911
80000,1036716
80000,1105391
80000,1156394
80000,1313372
80000,1130237
81000,1160474
81000,1047110
81000,1104652
81000,969796
81000,1249328
81000,1207800
81000,1204763
81000,1173683
81000,1283660
81000,1218266
81000,1263166
81000,1310417
81000,1203695
81000,1126784
81000,1465194
81000,1196910
81000,1090350
81000,1318495
81000,1155385
81000,1155606
81000,1125533
81000,1133338
81000,1390783
81000,1319916
81000,1213479
81000,1083194
81000,1111450
81000,1067760
81000,1331435
81000,1096773
81000,1163316
81000,1351000
81000,1518062
81000,1094795
81000,1196147
81000,1161075
81000,1599051
81000,1118578
81000,1243163
81000,1192752
81000,1309393
81000,1253636
81000,1149297
81000,1255161
81000,1245103
81000,1135268
81000,1199249
81000,1110428
81000,1127352
81000,1180243
82000,1047817
82000,1133714
82000,1330124
82000,1312266
82000,1700125
82000,1245748
82000,1290517
82000,1211650
82000,1201419
82000,1232019
82000,1232147
82000,1242869
82000,1072333
82000,1197396
82000,1135077
82000,1181093
82000,1034926
82000,1105292
82000,1283206
82000,1184794
82000,1138759
82000,1183629
82000,1055592
82000,1107673
82000,1339469
82000,1244923
82000,1014307
82000,1188937
82000,968606
82000,1265568
82000,1330469
82000,1076966
82000,1199311
82000,1052570
82000,1100508
82000,1039974
82000,1152717
82000,1149915
82000,1233849
82000,1138706
82000,1526461
82000,1314915
82000,1223374
82000,1341570
82000,1109834
82000,1114403
82000,1056131
82000,1065513
82000,1266981
82000,1143885
83000,1170641
83000,1123873
83000,1286692
83000,1179959
83000,1491439
83000,1184604
83000,1119108
83000,1189718
83000,1297520
83000,1057642
83000,1155789
83000,1178084
83000,1177897
83000,1136091
83000,1028524
83000,1194578
83000,1497106
83000,1074400
83000,1223197
83000,1151347
83000,1091689
83000,1082598
83000,1185791
83000,1230324
83000,1252034
83000,1112191
83000,1094941
83000,1407597
83000,1119851
83000,1200602
83000,1290424
83000,1113116
83000,1101679
83000,1251242
83000,1503480
83000,1275367
83000,1127859
83000,1235723
83000,1466620
83000,1228118
83000,1194027
83000,1144579
83000,1374104
83000,1199658
83000,1025054
83000,1316064
83000,1193173
83000,1126819
83000,1188935
83000,1368642
84000,1300267
84000,1495552
84000,1120983
84000,1322370
84000,1189524
84000,1150391
84000,1131352
84000,1277650
84000,1149672
84000,1173900
84000,1349957
84000,1185274
84000,1230940
84000,1123756
84000,1133335
84000,1193382
84000,1401963
84000,1184576
84000,1293223
84000,1452978
84000,1279173
84000,1057038
84000,1086863
84000,1205366
84000,1025642
84000,1271642
84000,1230305
84000,1237747
84000,1102888
84000,1158615
84000,1415722
84000,1289309
84000,1519619
84000,1321867
84000,1064940
84000,1123637
84000,1101682
84000,1400895
84000,1349362
84000,1173157
84000,1103822
84000,1290118
84000,1111639
84000,1260211
84000,1403349
84000,1155970
84000,1550653
84000,1181617
84000,1220922
84000,1228068
85000,1132744
85000,1550935
85000,1316881
85000,1091981
85000,1231556
85000,1300641
85000,1301728
85000,1186974
85000,1163343
85000,1364134
85000,1184493
85000,1306304
85000,1482686
85000,1161271
85000,1267498
85000,1344845
85000,1119981
85000,1292074
85000,1230832
85000,1267475
85000,1218390
85000,1476092
85000,1289390
85000,1488290
85000,1106384
85000,1106315
85000,1289369
85000,1155771
85000,1434723
85000,1323531
85000,1168304
85000,1240306
85000,1254805
85000,1203204
85000,1292620
85000,1242042
85000,1326035
85000,1230419
85000,1223889
85000,1194566
85000,1159170
85000,1703578
85000,1115589
85000,1315533
85000,1097390
85000,1485096
85000,1467823
85000,1441038
85000,1376016
85000,1273393
86000,1131131
86000,1173093
86000,1276048
86000,1283895
86000,1302892
86000,1267433
86000,1160155
86000,1112546
86000,1472606
86000,1183545
86000,1202804
86000,1186285
86000,1227829
86000,1323557
86000,1436989
86000,1153524
86000,1167392
86000,1238977
86000,1219369
86000,1474288
86000,1287219
86000,1431302
86000,1158439
86000,1306898
86000,1129430
86000,1186445
86000,1265245
86000,1183565
86000,1214823
86000,1345259
86000,1463212
86000,1397926
86000,1239988
86000,1131064
86000,1289094
86000,1217653
86000,1142151
86000,1238720
86000,1298429
86000,1509956
86000,1105165
86000,1303082
86000,1139292
86000,1935876
86000,1294428
86000,1167422
86000,1263384
86000,1212078
86000,1363007
86000,1323552
87000,1307074
87000,1568208
87000,1606953
87000,1237745
87000,1443743
87000,1212518
87000,1261822
87000,1172069
87000,1305846
87000,1157216
87000,1121614
87000,1288273
87000,1236634
87000,1363207
87000,1202009
87000,1348996
87000,1171422
87000,1193621
87000,1194610
87000,1225286
87000,1314298
87000,1320183
87000,1368683
87000,1197251
87000,1160518
87000,1161049
87000,1417882
87000,1150293
87000,1606502
87000,1734274
87000,1149379
87000,1361593
87000,1596524
87000,1439512
87000,1238702
87000,1348412
87000,1531259
87000,1191586
87000,1399885
87000,1121456
87000,1310901
87000,1145159
87000,1305110
87000,1485984
87000,1467366
87000,1226431
87000,1333705
87000,1531995
87000,1338830
87000,1214969
88000,1297558
88000,1343097
88000,1284853
88000,1141770
88000,1303342
88000,1173566
88000,1242972
88000,1308998
88000,1397723
88000,1456427
88000,1131275
88000,1316311
88000,1274634
88000,1192160
88000,1265915
88000,1487233
88000,1225313
88000,1301659
88000,1152891
88000,1110907
88000,1121167
88000,1124343
88000,1710512
88000,1210725
88000,1378734
88000,1586384
88000,1143811
88000,1354909
88000,1126507
88000,1262623
88000,1164991
88000,1299696
88000,1285475
88000,1440920
88000,1258372
88000,1222862
88000,1423292
88000,1451982
88000,1247701
88000,1330909
88000,1272403
88000,1431511
88000,1169305
88000,1142834
88000,1166238
88000,1361804
88000,1147717
88000,1147384
88000,1296406
88000,1348405
89000,1295301
89000,1283510
89000,1438917
89000,1203170
89000,1331073
89000,1202970
89000,1493789
89000,1267988
89000,1102470
89000,1087822
89000,1587655
89000,1295284
89000,1299520
89000,1270746
89000,1238914
89000,1343419
89000,1239033
89000,1389607
89000,1231167
89000,1517453
89000,1394631
89000,1269257
89000,1216132
89000,1278320
89000,1207128
89000,1245085
89000,1185804
89000,1249471
89000,1296179
89000,1447384
89000,1147509
89000,1257766
89000,1491714
89000,1280941
89000,1250389
89000,1363932
89000,1242606
89000,1366504
89000,1251576
89000,1266772
89000,1500075
89000,1266927
89000,1467831
89000,1173771
89000,1300668
89000,1343085
89000,1181768
89000,1368393
89000,1157217
89000,1463828
90000,1415535
90000,1255080
90000,1209702
