n,U
47000,17338
47000,17169
47000,17344
47000,17305
47000,17316
48000,17574
48000,17621
48000,17755
48000,17823
48000,17847
48000,17660
48000,17688
48000,17705
48000,17768
48000,17715
48000,17633
48000,17710
48000,17679
48000,17687
48000,17659
48000,17558
48000,17748
48000,17723
48000,17777
48000,17686
48000,17721
48000,17665
48000,17571
48000,17666
48000,17799
48000,17640
48000,17736
48000,17691
48000,17583
48000,17661
48000,17581
48000,17636
48000,17636
48000,17669
48000,17795
48000,17657
48000,17616
48000,17723
48000,17675
48000,17688
48000,17619
48000,17622
48000,17701
48000,17709
48000,17560
48000,17608
48000,17615
48000,17896
48000,17590
48000,17750
49000,18023
49000,18093
49000,18064
49000,18183
49000,17844
49000,18065
49000,18103
49000,18056
49000,18102
49000,17927
49000,18086
49000,18036
49000,18123
49000,17964
49000,17984
49000,18003
49000,18028
49000,17958
49000,18056
49000,18048
49000,17994
49000,18069
49000,18050
49000,18165
49000,18122
49000,18034
49000,17999
49000,17970
49000,18085
49000,18122
49000,17973
49000,18164
49000,18107
49000,18031
49000,18084
49000,18184
49000,17888
49000,17997
49000,18055
49000,18037
49000,18042
49000,18051
49000,18124
49000,18060
49000,18041
49000,18107
49000,18026
49000,18045
49000,17898
49000,18040
50000,18356
50000,18333
50000,18434
50000,18358
50000,18364
50000,18386
50000,18314
50000,18386
50000,18395
50000,18494
50000,18358
50000,18406
50000,18401
50000,18281
50000,18429
50000,18278
50000,18369
50000,18453
50000,18383
50000,18424
50000,18422
50000,18408
50000,18458
50000,18318
50000,18431
50000,18365
50000,18401
50000,18453
50000,18360
50000,18394
50000,18433
50000,18359
50000,18461
50000,18207
50000,18371
50000,18403
50000,18330
50000,18476
50000,18259
50000,18265
50000,18390
50000,18326
50000,18433
50000,18498
50000,18335
50000,18404
50000,18371
50000,18417
50000,18281
50000,18378
51000,18676
51000,18736
51000,18856
51000,18830
51000,18702
51000,18804
51000,18752
51000,18783
51000,18796
51000,18793
51000,18731
51000,18825
51000,18832
51000,18677
51000,18796
51000,18767
51000,18727
51000,18746
51000,18815
51000,18793
51000,18805
51000,18862
51000,18717
51000,18777
51000,18745
51000,18807
51000,18965
51000,18808
51000,18805
51000,18659
51000,18797
51000,18780
51000,18909
51000,18730
51000,18762
51000,18793
51000,18815
51000,18887
51000,18839
51000,18747
51000,18717
51000,18610
51000,18689
51000,18688
51000,18733
51000,18780
51000,18861
51000,18807
51000,18828
51000,18800
52000,19089
52000,19059
52000,19061
52000,19131
52000,19132
52000,19144
52000,19091
52000,19099
52000,19011
52000,19230
52000,19208
52000,19086
52000,19144
52000,19184
52000,19242
52000,19185
52000,19080
52000,19160
52000,19100
52000,19139
52000,19236
52000,19230
52000,19056
52000,19154
52000,19082
52000,19176
52000,19184
52000,19268
52000,19155
52000,19164
52000,19076
52000,19158
52000,19064
52000,19264
52000,18961
52000,19171
52000,19172
52000,19146
52000,19011
52000,19157
52000,19194
52000,19228
52000,19179
52000,19220
52000,19145
52000,19169
52000,19111
52000,19123
52000,19041
52000,19072
53000,19586
53000,19492
53000,19528
53000,19597
53000,19523
53000,19502
53000,19412
53000,19447
53000,19591
53000,19563
53000,19461
53000,19527
53000,19488
53000,19302
53000,19410
53000,19553
53000,19521
53000,19500
53000,19424
53000,19424
53000,19403
53000,19470
53000,19412
53000,19549
53000,19490
53000,19610
53000,19556
53000,19483
53000,19403
53000,19619
53000,19492
53000,19507
53000,19478
53000,19590
53000,19465
53000,19524
53000,19426
53000,19325
53000,19521
53000,19296
53000,19354
53000,19631
53000,19442
53000,19560
53000,19554
53000,19603
53000,19550
53000,19564
53000,19561
53000,19539
54000,19945
54000,19838
54000,19743
54000,19801
54000,19931
54000,19786
54000,19802
54000,19784
54000,19879
54000,19788
54000,19798
54000,20033
54000,19878
54000,19907
54000,19893
54000,19903
54000,19842
54000,19848
54000,19760
54000,19900
54000,19922
54000,19854
54000,20050
54000,19784
54000,19815
54000,19804
54000,20009
54000,19879
54000,19798
54000,19824
54000,19910
54000,19759
54000,19911
54000,19815
54000,20025
54000,19848
54000,19831
54000,19835
54000,19684
54000,19879
54000,19835
54000,19981
54000,19812
54000,19913
54000,19938
54000,19758
54000,19812
54000,19842
54000,19829
54000,20007
55000,20137
55000,20210
55000,20371
55000,20296
55000,20341
55000,20400
55000,20201
55000,20132
55000,20262
55000,20214
55000,20097
55000,20402
55000,20262
55000,20331
55000,20158
55000,20264
55000,20169
55000,20156
55000,20307
55000,20371
55000,20255
55000,20311
55000,20266
55000,20329
55000,20196
55000,20194
55000,20401
55000,20200
55000,20327
55000,20406
55000,20301
55000,20292
55000,20174
55000,20062
55000,20207
55000,20286
55000,20251
55000,20143
55000,20235
55000,20131
55000,20195
55000,20407
55000,20204
55000,20224
55000,20327
55000,20268
55000,20295
55000,20191
55000,20348
55000,20218
56000,20672
56000,20425
56000,20566
56000,20518
56000,20667
56000,20601
56000,20627
56000,20714
56000,20620
56000,20669
56000,20713
56000,20720
56000,20484
56000,20618
56000,20574
56000,20542
56000,20558
56000,20678
56000,20703
56000,20605
56000,20777
56000,20582
56000,20706
56000,20652
56000,20593
56000,20751
56000,20500
56000,20506
56000,20514
56000,20515
56000,20614
56000,20621
56000,20500
56000,20664
56000,20501
56000,20589
56000,20635
56000,20734
56000,20453
56000,20630
56000,20545
56000,20640
56000,20483
56000,20540
56000,20584
56000,20587
56000,20681
56000,20531
56000,20649
56000,20457
57000,21005
57000,20993
57000,20939
57000,20995
57000,20943
57000,20958
57000,21036
57000,21028
57000,20958
57000,21008
57000,21166
57000,20980
57000,20934
57000,21009
57000,20896
57000,20887
57000,20986
57000,21035
57000,20861
57000,21018
57000,20838
57000,20919
57000,20837
57000,20975
57000,20866
57000,21039
57000,20985
57000,20877
57000,20992
57000,21076
57000,21033
57000,20915
57000,20871
57000,21009
57000,20950
57000,20947
57000,21027
57000,20888
57000,21114
57000,21013
57000,20970
57000,21009
57000,20991
57000,21024
57000,20963
57000,21033
57000,21041
57000,20907
57000,20969
57000,20892
58000,21385
58000,21300
58000,21368
58000,21366
58000,21311
58000,21312
58000,21369
58000,21325
58000,21354
58000,21403
58000,21333
58000,21319
58000,21317
58000,21363
58000,21398
58000,21345
58000,21303
58000,21192
58000,21357
58000,21519
58000,21359
58000,21273
58000,21247
58000,21411
58000,21409
58000,21137
58000,21293
58000,21378
58000,21289
58000,21306
58000,21281
58000,21289
58000,21393
58000,21336
58000,21371
58000,21422
58000,21282
58000,21431
58000,21253
58000,21308
58000,21303
58000,21353
58000,21305
58000,21490
58000,21399
58000,21248
58000,21364
58000,21373
58000,21423
58000,21451
59000,21733
59000,21660
59000,21810
59000,21630
59000,21821
59000,21682
59000,21784
59000,21585
59000,21662
59000,21728
59000,21854
59000,21850
59000,21683
59000,21661
59000,21772
59000,21792
59000,21820
59000,21607
59000,21632
59000,21636
59000,21695
59000,21676
59000,21656
59000,21570
59000,21734
59000,21812
59000,21708
59000,21588
59000,21615
59000,21710
59000,21652
59000,21681
59000,21821
59000,21714
59000,21769
59000,21750
59000,21693
59000,21703
59000,21666
59000,21754
59000,21825
59000,21576
59000,21814
59000,21675
59000,21754
59000,21810
59000,21677
59000,21647
59000,21665
59000,21657
60000,22052
60000,22099
60000,21889
60000,22134
60000,22158
60000,22054
60000,22131
60000,22121
60000,22088
60000,22119
60000,22024
60000,22147
60000,21984
60000,21854
60000,22061
60000,22144
60000,21950
60000,21933
60000,22095
60000,22156
60000,22167
60000,22101
60000,21990
60000,21923
60000,22072
60000,21906
60000,22047
60000,22144
60000,22164
60000,22205
60000,22090
60000,22083
60000,22113
60000,21989
60000,22179
60000,22041
60000,22038
60000,22027
60000,22012
60000,22024
60000,22005
60000,22191
60000,22014
60000,22098
60000,22070
60000,22040
60000,22098
60000,22161
60000,22103
60000,22210
61000,22486
61000,22338
61000,22462
61000,22437
61000,22525
61000,22475
61000,22345
61000,22500
61000,22393
61000,22422
61000,22509
61000,22339
61000,22538
61000,22469
61000,22352
61000,22505
61000,22454
61000,22541
61000,22401
61000,22356
61000,22407
61000,22408
61000,22446
61000,22329
61000,22385
61000,22564
61000,22494
61000,22443
61000,22305
61000,22449
61000,22453
61000,22413
61000,22467
61000,22413
61000,22445
61000,22365
61000,22354
61000,22516
61000,22339
61000,22526
61000,22411
61000,22391
61000,22318
61000,22530
61000,22512
61000,22395
61000,22461
61000,22505
61000,22453
61000,22489
62000,22775
62000,22777
62000,22827
62000,22710
62000,22815
62000,22755
62000,22776
62000,22809
62000,22791
62000,22885
62000,22813
62000,22835
62000,22785
62000,22709
62000,22870
62000,22860
62000,22765
62000,22674
62000,22843
62000,22715
62000,22790
62000,22840
62000,22636
62000,22887
62000,22915
62000,22807
62000,22854
62000,22716
62000,22788
62000,22929
62000,22844
62000,22995
62000,22819
62000,22869
62000,22957
62000,22755
62000,22832
62000,22791
62000,22832
62000,22756
62000,23019
62000,22793
62000,22832
62000,22779
62000,22787
62000,22745
62000,22918
62000,22663
62000,22729
62000,22734
63000,23195
63000,23194
63000,23228
63000,23199
63000,23185
63000,23067
63000,23144
63000,23213
63000,23078
63000,23186
63000,23219
63000,23176
63000,23185
63000,23189
63000,23300
63000,23192
63000,23161
63000,23099
63000,22983
63000,23272
63000,23185
63000,23258
63000,23263
63000,23175
63000,23203
63000,23030
63000,22983
63000,23258
63000,23232
63000,23143
63000,23189
63000,23184
63000,23094
63000,23126
63000,23100
63000,23070
63000,23250
63000,23190
63000,23266
63000,23120
63000,23247
63000,23165
63000,23116
63000,23274
63000,23076
63000,23213
63000,23201
63000,23113
63000,23152
63000,23230
64000,23561
64000,23483
64000,23740
64000,23544
64000,23537
64000,23404
64000,23568
64000,23585
64000,23509
64000,23605
64000,23665
64000,23682
64000,23487
64000,23490
64000,23505
64000,23531
64000,23672
64000,23508
64000,23482
64000,23553
64000,23578
64000,23536
64000,23602
64000,23567
64000,23587
64000,23585
64000,23395
64000,23674
64000,23547
64000,23521
64000,23589
64000,23528
64000,23499
64000,23654
64000,23583
64000,23585
64000,23497
64000,23536
64000,23397
64000,23368
64000,23559
64000,23477
64000,23532
64000,23563
64000,23495
64000,23454
64000,23614
64000,23589
64000,23450
64000,23498
65000,23958
65000,23831
65000,23878
65000,23909
65000,23732
65000,24009
65000,23851
65000,23949
65000,23956
65000,23902
65000,23913
65000,23953
65000,23753
65000,23842
65000,23944
65000,23878
65000,23937
65000,23882
65000,24022
65000,24015
65000,23908
65000,23841
65000,23962
65000,24019
65000,23902
65000,23975
65000,23896
65000,23877
65000,23888
65000,23859
65000,24036
65000,23905
65000,24031
65000,23957
65000,23831
65000,23818
65000,23886
65000,23958
65000,23863
65000,23860
65000,23971
65000,23871
65000,23856
65000,23993
65000,23805
65000,23903
65000,23787
65000,23949
65000,23870
65000,23856
66000,24409
66000,24115
66000,24486
66000,24324
66000,24267
66000,24404
66000,24237
66000,24320
66000,24319
66000,24207
66000,24318
66000,24360
66000,24404
66000,24144
66000,24289
66000,24118
66000,24305
66000,24198
66000,24392
66000,24367
66000,24355
66000,24311
66000,24168
66000,24290
66000,24236
66000,24324
66000,24357
66000,24265
66000,24271
66000,24228
66000,24293
66000,24270
66000,24307
66000,24222
66000,24154
66000,24227
66000,24432
66000,24258
66000,24320
66000,24010
66000,24286
66000,24319
66000,24224
66000,24289
66000,24141
66000,24268
66000,24170
66000,24288
66000,24304
66000,24264
67000,24869
67000,24578
67000,24824
67000,24737
67000,24706
67000,24724
67000,24547
67000,24493
67000,24559
67000,24702
67000,24595
67000,24658
67000,24541
67000,24593
67000,24649
67000,24640
67000,24763
67000,24627
67000,24702
67000,24739
67000,24499
67000,24571
67000,24558
67000,24468
67000,24799
67000,24569
67000,24699
67000,24786
67000,24685
67000,24698
67000,24515
67000,24731
67000,24574
67000,24722
67000,24584
67000,24677
67000,24646
67000,24523
67000,24770
67000,24675
67000,24678
67000,24674
67000,24708
67000,24736
67000,24656
67000,24626
67000,24698
67000,24648
67000,24657
67000,24729
68000,24976
68000,25039
68000,25032
68000,24977
68000,24989
68000,24990
68000,25017
68000,25091
68000,25046
68000,24988
68000,24944
68000,25001
68000,24969
68000,25028
68000,25159
68000,25091
68000,24961
68000,24909
68000,24935
68000,24997
68000,25049
68000,25013
68000,24903
68000,25108
68000,24931
68000,25115
68000,25021
68000,24990
68000,25035
68000,25007
68000,24996
68000,24980
68000,25074
68000,25053
68000,25157
68000,25024
68000,24942
68000,24995
68000,25028
68000,25054
68000,25104
68000,25089
68000,25045
68000,24972
68000,24981
68000,25035
68000,24969
68000,25066
68000,24924
68000,24995
69000,25375
69000,25303
69000,25462
69000,25358
69000,25391
69000,25324
69000,25361
69000,25442
69000,25312
69000,25366
69000,25359
69000,25420
69000,25425
69000,25298
69000,25306
69000,25199
69000,25357
69000,25438
69000,25388
69000,25432
69000,25359
69000,25351
69000,25383
69000,25333
69000,25608
69000,25297
69000,25343
69000,25368
69000,25470
69000,25180
69000,25369
69000,25548
69000,25433
69000,25355
69000,25322
69000,25524
69000,25450
69000,25387
69000,25380
69000,25272
69000,25382
69000,25414
69000,25338
69000,25343
69000,25255
69000,25337
69000,25401
69000,25343
69000,25404
69000,25296
70000,25797
70000,25803
70000,25772
70000,25771
70000,25802
70000,25668
70000,25870
70000,25819
70000,25702
70000,25790
70000,25783
70000,25906
70000,25564
70000,25682
70000,25740
70000,25789
70000,25737
70000,25783
70000,25664
70000,25712
70000,25865
70000,25817
70000,25754
70000,25813
70000,25702
70000,25817
70000,25786
70000,25817
70000,25708
70000,25791
70000,25738
70000,25814
70000,25592
70000,25833
70000,25835
70000,25828
70000,25972
70000,25789
70000,25786
70000,25556
70000,25718
70000,25697
70000,25679
70000,25680
70000,25832
70000,25683
70000,25842
70000,25870
70000,25605
70000,25720
71000,26021
71000,26167
71000,26192
71000,26213
71000,26175
71000,26005
71000,26104
71000,26356
71000,26141
71000,26054
71000,26106
71000,26152
71000,26213
71000,26074
71000,26076
71000,26090
71000,26154
71000,25899
71000,26054
71000,26124
71000,26240
71000,26096
71000,26046
71000,26221
71000,26215
71000,26047
71000,26131
71000,26164
71000,26162
71000,26302
71000,26062
71000,26053
71000,26068
71000,26151
71000,26018
71000,26207
71000,26119
71000,26176
71000,26075
71000,26155
71000,26083
71000,26122
71000,26018
71000,26215
71000,26122
71000,26163
71000,26233
71000,26066
71000,26232
71000,26063
72000,26531
72000,26514
72000,26388
72000,26478
72000,26407
72000,26558
72000,26503
72000,26632
72000,26467
72000,26415
72000,26399
72000,26568
72000,26402
72000,26512
72000,26443
72000,26443
72000,26487
72000,26462
72000,26615
72000,26461
72000,26457
72000,26409
72000,26450
72000,26485
72000,26610
72000,26540
72000,26548
72000,26588
72000,26539
72000,26485
72000,26508
72000,26503
72000,26499
72000,26409
72000,26444
72000,26421
72000,26446
72000,26457
72000,26459
72000,26470
72000,26542
72000,26406
72000,26542
72000,26516
72000,26417
72000,26533
72000,26525
72000,26478
72000,26606
72000,26468
73000,26846
73000,26874
73000,26846
73000,26930
73000,26808
73000,26937
73000,26972
73000,26925
73000,26837
73000,26939
73000,26877
73000,26924
73000,26882
73000,27002
73000,26946
73000,26851
73000,26847
73000,26716
73000,26859
73000,26815
73000,26920
73000,26964
73000,26805
73000,26916
73000,26966
73000,26820
73000,26976
73000,26786
73000,26781
73000,26911
73000,26763
73000,26786
73000,26828
73000,27045
73000,27045
73000,26902
73000,26973
73000,26879
73000,26956
73000,26867
73000,26895
73000,26970
73000,26828
73000,26745
73000,26794
73000,26937
73000,26789
73000,26869
73000,26967
73000,26930
74000,27215
74000,27122
74000,27269
74000,27052
74000,27424
74000,27268
74000,27260
74000,27255
74000,27291
74000,27157
74000,27074
74000,27210
74000,27219
74000,27194
74000,27262
74000,27250
74000,27144
74000,27271
74000,27156
74000,27229
74000,27152
74000,27248
74000,27342
74000,27297
74000,27225
74000,27134
74000,27069
74000,27193
74000,27250
74000,27284
74000,27137
74000,27273
74000,27183
74000,27147
74000,27220
74000,27001
74000,27327
74000,27195
74000,27187
74000,27110
74000,27258
74000,27138
74000,27225
74000,27113
74000,27056
74000,27211
74000,27075
74000,27191
74000,27182
74000,27173
75000,27661
75000,27667
75000,27405
75000,27637
75000,27600
75000,27587
75000,27554
75000,27612
75000,27744
75000,27483
75000,27535
75000,27638
75000,27655
75000,27664
75000,27498
75000,27456
75000,27711
75000,27403
75000,27568
75000,27718
75000,27583
75000,27711
75000,27583
75000,27579
75000,27579
75000,27595
75000,27544
75000,27789
75000,27620
75000,27656
75000,27691
75000,27550
75000,27452
75000,27612
75000,27610
75000,27541
75000,27653
75000,27444
75000,27503
75000,27552
75000,27647
75000,27444
75000,27589
75000,27678
75000,27651
75000,27819
75000,27464
75000,27490
75000,27616
75000,27641
76000,27789
76000,28246
76000,27991
76000,27942
76000,28028
76000,27920
76000,27825
76000,27894
76000,27819
76000,27992
76000,28120
76000,27931
76000,28024
76000,27925
76000,27928
76000,28188
76000,28157
76000,27793
76000,28152
76000,27964
76000,28047
76000,27973
76000,28063
76000,27875
76000,27896
76000,27861
76000,27970
76000,27943
76000,27713
76000,28031
76000,27894
76000,28080
76000,27882
76000,27983
76000,27984
76000,27819
76000,28107
76000,28071
76000,27893
76000,27962
76000,28001
76000,27917
76000,28001
76000,27922
76000,27824
76000,27970
76000,27861
76000,27941
76000,27985
76000,27918
77000,28392
77000,28390
77000,28245
77000,28214
77000,28414
77000,28367
77000,28301
77000,28250
77000,28341
77000,28278
77000,28310
77000,28454
77000,28354
77000,28289
77000,28295
77000,28344
77000,28209
77000,28287
77000,28556
77000,28217
77000,28542
77000,28360
77000,28272
77000,28272
77000,28321
77000,28407
77000,28434
77000,28457
77000,28356
77000,28357
77000,28330
77000,28351
77000,28228
77000,28380
77000,28295
77000,28363
77000,28321
77000,28466
77000,28213
77000,28453
77000,28258
77000,28442
77000,28172
77000,28375
77000,28175
77000,28445
77000,28438
77000,28288
77000,28339
77000,28326
78000,28725
78000,28644
78000,28717
78000,28683
78000,28671
78000,28806
78000,28714
78000,28571
78000,28552
78000,28787
78000,28647
78000,28820
78000,28695
78000,28718
78000,28730
78000,28756
78000,28868
78000,28591
78000,28635
78000,28623
78000,28703
78000,28732
78000,28714
78000,28748
78000,28622
78000,28688
78000,28623
78000,28541
78000,28601
78000,28658
78000,28690
78000,28842
78000,28665
78000,28615
78000,28611
78000,28782
78000,28933
78000,28858
78000,28662
78000,28728
78000,28900
78000,28653
78000,28735
78000,28629
78000,28550
78000,28742
78000,28705
78000,28689
78000,28610
78000,28553
79000,29058
79000,29212
79000,28917
79000,28965
79000,29016
79000,29088
79000,29170
79000,29066
79000,29013
79000,29135
79000,29108
79000,28869
79000,29033
79000,29088
79000,29062
79000,29166
79000,28994
79000,29246
79000,29071
79000,29019
79000,29031
79000,29092
79000,29083
79000,29188
79000,28986
79000,28976
79000,29059
79000,29121
79000,29147
79000,29070
79000,29057
79000,29086
79000,29053
79000,29136
79000,28991
79000,29175
79000,28874
79000,29145
79000,28917
79000,29052
79000,29020
79000,29097
79000,29114
79000,29058
79000,29047
79000,29149
79000,28973
79000,29025
79000,29057
79000,28936
80000,29521
80000,29291
80000,29308
80000,29556
80000,29364
80000,29347
80000,29559
80000,29387
80000,29512
80000,29394
80000,29614
80000,29573
80000,29439
80000,29457
80000,29572
80000,29387
80000,29383
80000,29421
80000,29513
80000,29484
80000,29492
80000,29405
80000,29362
80000,29497
80000,29483
80000,29430
80000,29337
80000,29434
80000,29537
80000,29498
80000,29368
80000,29498
80000,29310
80000,29604
80000,29442
80000,29471
80000,29297
80000,29393
80000,29376
80000,29369
80000,29543
80000,29433
80000,29277
80000,29477
80000,29370
80000,29400
80000,29545
80000,29498
80000,29469
80000,29395
81000,29943
81000,29683
81000,29807
81000,29817
81000,29906
81000,29835
81000,29922
81000,29869
81000,29801
81000,29780
81000,29941
81000,29796
81000,29775
81000,29782
81000,29763
81000,29855
81000,29802
81000,29645
81000,29812
81000,29609
81000,29634
81000,29916
81000,29797
81000,29853
81000,29868
81000,29802
81000,30015
81000,29849
81000,29731
81000,29617
81000,29814
81000,29905
81000,29712
81000,29869
81000,29902
81000,29868
81000,29818
81000,29974
81000,29710
81000,29839
81000,29680
81000,29707
81000,29750
81000,29961
81000,29878
81000,29648
81000,29869
81000,29697
81000,29765
81000,29948
82000,30103
82000,30155
82000,30230
82000,30281
82000,30120
82000,30140
82000,30315
82000,30143
82000,30291
82000,30214
82000,30159
82000,30206
82000,30210
82000,30155
82000,30066
82000,30261
82000,30144
82000,30127
82000,30220
82000,30273
82000,30183
82000,30205
82000,30277
82000,30368
82000,30010
82000,30137
82000,30146
82000,30065
82000,30254
82000,30220
82000,30144
82000,30112
82000,30060
82000,30156
82000,30181
82000,30063
82000,29962
82000,30132
82000,30093
82000,30193
82000,29915
82000,30337
82000,30138
82000,30213
82000,30125
82000,30272
82000,30153
82000,30205
82000,30232
82000,30225
83000,30402
83000,30512
83000,30617
83000,30477
83000,30504
83000,30557
83000,30597
83000,30699
83000,30529
83000,30659
83000,30622
83000,30614
83000,30589
83000,30407
83000,30579
83000,30584
83000,30536
83000,30522
83000,30616
83000,30431
83000,30412
83000,30704
83000,30546
83000,30782
83000,30568
83000,30492
83000,30468
83000,30529
83000,30445
83000,30506
83000,30518
83000,30693
83000,30499
83000,30454
83000,30552
83000,30615
83000,30395
83000,30479
83000,30519
83000,30534
83000,30575
83000,30461
83000,30544
83000,30542
83000,30558
83000,30671
83000,30483
83000,30407
83000,30547
83000,30541
84000,30846
84000,31057
84000,31021
84000,30977
84000,30794
84000,31023
84000,30847
84000,30813
84000,30951
84000,30902
84000,30995
84000,30938
84000,30946
84000,30806
84000,30857
84000,30962
84000,30868
84000,30956
84000,30798
84000,30786
84000,31020
84000,30849
84000,31076
84000,30771
84000,30947
84000,30890
84000,30741
84000,30740
84000,30769
84000,30947
84000,30972
84000,30868
84000,30818
84000,30905
84000,31005
84000,30778
84000,30965
84000,31069
84000,30855
84000,30962
84000,30718
84000,31034
84000,30826
84000,30858
84000,30858
84000,30959
84000,30935
84000,30951
84000,30920
84000,30930
85000,31357
85000,31106
85000,31178
85000,31173
85000,31267
85000,31396
85000,31091
85000,31182
85000,31254
85000,31186
85000,31147
85000,31391
85000,31372
85000,31223
85000,31162
85000,31290
85000,31132
85000,31281
85000,31321
85000,31366
85000,31204
85000,31320
85000,31285
85000,31395
85000,31282
85000,31175
85000,31317
85000,31266
85000,31197
85000,31394
85000,31093
85000,31370
85000,31296
85000,31268
85000,31092
85000,31290
85000,31056
85000,31180
85000,31334
85000,31319
85000,31231
85000,31351
85000,31259
85000,31243
85000,31200
85000,31140
85000,31236
85000,31378
85000,31299
85000,31381
86000,31645
86000,31694
86000,31818
86000,31837
86000,31792
86000,31656
86000,31599
86000,31685
86000,31694
86000,31612
86000,31567
86000,31666
86000,31701
86000,31764
86000,31825
86000,31642
86000,31751
86000,31566
86000,31557
86000,31648
86000,31624
86000,31644
86000,31584
86000,31636
86000,31560
86000,31419
86000,31680
86000,31676
86000,31474
86000,31618
86000,31659
86000,31713
86000,31576
86000,31594
86000,31725
86000,31715
86000,31631
86000,31636
86000,31656
86000,31625
86000,31690
86000,31502
86000,31729
86000,31702
86000,31427
86000,31630
86000,31627
86000,31640
86000,31578
86000,31674
87000,32070
87000,32048
87000,32008
87000,32055
87000,32127
87000,31920
87000,32128
87000,31978
87000,32196
87000,31971
87000,32123
87000,32084
87000,32137
87000,32015
87000,31798
87000,32059
87000,31966
87000,32001
87000,32158
87000,31975
87000,31988
87000,32093
87000,32069
87000,31819
87000,31751
87000,31901
87000,31941
87000,32142
87000,32001
87000,32088
87000,32072
87000,32073
87000,31922
87000,32199
87000,32098
87000,31944
87000,31987
87000,32043
87000,31962
87000,32063
87000,32104
87000,32099
87000,31940
87000,32003
87000,32093
87000,31976
87000,32026
87000,31952
87000,31858
87000,32020
88000,32254
88000,32520
88000,32258
88000,32322
88000,32351
88000,32379
88000,32592
88000,32337
88000,32397
88000,32417
88000,32373
88000,32378
88000,32280
88000,32327
88000,32367
88000,32464
88000,32480
88000,32338
88000,32340
88000,32442
88000,32323
88000,32338
88000,32325
88000,32483
88000,32359
88000,32366
88000,32352
88000,32335
88000,32336
88000,32271
88000,32493
88000,32349
88000,32375
88000,32279
88000,32505
88000,32470
88000,32424
88000,32211
88000,32520
88000,32137
88000,32333
88000,32556
88000,32201
88000,32360
88000,32254
88000,32390
88000,32333
88000,32324
88000,32530
88000,32403
89000,32567
89000,32630
89000,32761
89000,32704
89000,32833
89000,32829
89000,32695
89000,32746
89000,32777
89000,32856
89000,32752
89000,32898
89000,32759
89000,32741
89000,32811
89000,32814
89000,32705
89000,32672
89000,32763
89000,32943
89000,32723
89000,32849
89000,32740
89000,33002
89000,32843
89000,32644
89000,32683
89000,32690
89000,32785
89000,32688
89000,32764
89000,32796
89000,32741
89000,32890
89000,32667
89000,32568
89000,32700
89000,32767
89000,32724
89000,32683
89000,32857
89000,32674
89000,32765
89000,32843
89000,32657
89000,32781
89000,32746
89000,32666
89000,32699
89000,32779
90000,33164
90000,33117
90000,33086
90000,33265
90000,33118
90000,33043
90000,33217
90000,33059
90000,33161
90000,33195
90000,33027
90000,33024
90000,33096
90000,33282
90000,33070
90000,33132
90000,33072
90000,33095
90000,33152
90000,33066
90000,33030
90000,33080
90000,33051
90000,33165
90000,33060
90000,33044
90000,33094
90000,33056
90000,33231
90000,33169
90000,32999
90000,33122
90000,33048
90000,33185
90000,33119
90000,33193
90000,32987
90000,33048
90000,33055
90000,32949
90000,33018
90000,33092
90000,33169
90000,32986
90000,33182
90000,33013
90000,33074
90000,33166
90000,33058
90000,33136
91000,33383
91000,33363
91000,33447
91000,33620
91000,33571
91000,33389
91000,33563
91000,33456
91000,33405
91000,33363
91000,33358
91000,33527
91000,33486
91000,33573
91000,33553
91000,33312
91000,33503
91000,33462
91000,33449
91000,33454
91000,33486
91000,33335
91000,33648
91000,33466
91000,33408
91000,33432
91000,33460
91000,33477
91000,33411
91000,33534
91000,33486
91000,33525
91000,33485
91000,33559
91000,33600
91000,33502
91000,33474
91000,33609
91000,33479
91000,33474
91000,33395
91000,33639
91000,33401
91000,33380
91000,33472
91000,33458
91000,33477
91000,33387
91000,33719
91000,33458
92000,33766
92000,33920
92000,33798
92000,33868
92000,33755
92000,33976
92000,33783
92000,33952
92000,33729
92000,33853
92000,33923
92000,33703
92000,33779
92000,33913
92000,33882
92000,33815
92000,33736
92000,33731
92000,33859
92000,33712
92000,33745
92000,33808
92000,33859
92000,33946
92000,33900
92000,33754
92000,33693
92000,33948
92000,33804
92000,33968
92000,33893
92000,33839
92000,33853
92000,33791
92000,33764
92000,33726
92000,33764
92000,33845
92000,33975
92000,33744
92000,33842
92000,33694
92000,33898
92000,33832
92000,33882
92000,33733
92000,33920
92000,33927
92000,33625
92000,33853
93000,34249
93000,34236
93000,34103
93000,34285
93000,34062
93000,34171
93000,34184
93000,34116
93000,34270
93000,34185
93000,34260
93000,34473
93000,34167
93000,34273
93000,34314
93000,34216
93000,34310
93000,34320
93000,34213
93000,34207
93000,34300
93000,34306
93000,34089
93000,34291
93000,34136
93000,33985
93000,34152
93000,34101
93000,34239
93000,34136
93000,34058
93000,34066
93000,34133
93000,34407
93000,34231
93000,34059
93000,34286
93000,34255
93000,34284
93000,34383
93000,34145
93000,34290
93000,34132
93000,34351
93000,34264
93000,34186
93000,34255
93000,34078
93000,34381
93000,34351
94000,34516
94000,34459
94000,34731
94000,34626
94000,34497
94000,34616
94000,34420
94000,34592
94000,34648
94000,34664
94000,34549
94000,34509
94000,34626
94000,34464
94000,34688
94000,34525
94000,34674
94000,34637
94000,34468
94000,34733
94000,34541
94000,34749
94000,34574
94000,34656
94000,34409
94000,34599
94000,34539
