n,C
47000,507681
47000,478721
47000,572809
47000,472778
47000,639196
47000,505398
47000,508411
47000,494566
47000,521725
47000,666479
47000,513214
47000,534728
47000,590725
47000,473285
47000,542554
47000,532890
47000,561574
47000,522485
47000,494814
47000,492731
47000,539415
48000,491158
48000,559018
48000,643675
48000,716736
48000,543973
48000,554072
48000,569555
48000,592250
48000,551433
48000,554888
48000,499024
48000,492540
48000,516336
48000,784995
48000,566616
48000,553043
48000,567378
48000,578805
48000,596018
48000,511607
48000,482228
48000,504608
48000,585476
48000,586189
48000,510730
48000,597584
48000,493039
48000,522848
48000,503680
48000,475663
48000,561178
48000,478474
48000,587380
48000,741896
48000,649571
48000,634626
48000,466793
48000,499934
48000,487758
48000,653741
48000,481307
48000,482834
48000,521169
48000,617274
48000,539979
48000,657316
48000,517343
48000,500333
48000,629470
48000,544558
49000,575171
49000,486033
49000,538267
49000,513948
49000,467407
49000,523383
49000,521821
49000,530502
49000,521582
49000,577865
49000,473354
49000,538241
49000,538010
49000,522032
49000,589143
49000,638639
49000,497471
49000,498793
49000,558696
49000,568292
49000,540485
49000,500357
49000,576294
49000,511095
49000,588969
49000,637923
49000,508141
49000,497040
49000,635242
49000,570603
49000,543896
49000,582645
49000,597180
49000,569020
49000,490442
49000,584187
49000,575561
49000,529111
49000,480155
49000,535639
49000,503344
49000,646302
49000,565956
49000,552976
49000,480980
49000,542630
49000,606920
49000,552077
49000,615082
49000,590847
50000,516843
50000,633305
50000,593342
50000,534974
50000,622186
50000,511179
50000,597599
50000,602972
50000,626955
50000,592108
50000,645059
50000,548258
50000,524485
50000,689265
50000,470697
50000,513095
50000,513214
50000,549446
50000,565841
50000,601329
50000,500759
50000,559774
50000,571081
50000,488182
50000,539448
50000,735947
50000,586280
50000,502718
50000,700901
50000,501684
50000,702797
50000,499616
50000,652401
50000,601276
50000,552946
50000,573999
50000,525209
50000,726368
50000,476666
50000,646993
50000,564681
50000,644215
50000,499579
50000,603793
50000,575937
50000,505700
50000,548018
50000,549786
50000,564671
50000,612020
51000,527998
51000,608783
51000,561185
51000,567379
51000,580754
51000,508039
51000,500409
51000,647051
51000,513464
51000,556664
51000,528421
51000,573372
51000,571494
51000,494173
51000,513845
51000,515374
51000,544397
51000,609215
51000,685202
51000,651127
51000,544814
51000,536377
51000,603058
51000,535666
51000,572808
51000,553197
51000,491715
51000,531611
51000,574901
51000,549766
51000,482853
51000,780022
51000,607253
51000,499142
51000,778175
51000,546364
51000,568497
51000,641720
51000,631390
51000,595239
51000,532141
51000,647973
51000,553556
51000,535088
51000,484503
51000,534755
51000,555712
51000,542972
51000,632786
51000,514180
52000,563604
52000,535087
52000,492293
52000,538087
52000,517624
52000,518658
52000,555184
52000,551323
52000,525173
52000,521524
52000,553235
52000,827281
52000,486421
52000,577024
52000,659740
52000,577247
52000,527166
52000,575404
52000,675679
52000,564927
52000,673583
52000,503854
52000,604825
52000,503793
52000,596453
52000,760235
52000,709425
52000,550291
52000,554460
52000,593181
52000,665753
52000,671738
52000,509460
52000,572383
52000,594183
52000,548631
52000,596330
52000,646650
52000,559592
52000,564380
52000,609485
52000,490634
52000,517860
52000,654040
52000,585299
52000,512083
52000,714475
52000,623316
52000,537887
52000,578980
53000,572848
53000,617866
53000,693943
53000,672959
53000,528488
53000,582171
53000,580385
53000,568012
53000,700148
53000,520909
53000,646087
53000,542714
53000,614846
53000,643873
53000,601934
53000,570167
53000,691849
53000,533236
53000,663790
53000,819753
53000,645509
53000,546065
53000,582533
53000,584184
53000,662191
53000,730847
53000,579232
53000,512200
53000,576274
53000,688546
53000,673821
53000,681973
53000,734110
53000,557727
53000,581197
53000,559309
53000,667591
53000,647848
53000,525388
53000,544273
53000,819734
53000,616927
53000,602843
53000,730634
53000,541788
53000,606608
53000,598621
53000,526185
53000,557116
53000,636094
54000,574682
54000,640380
54000,590053
54000,621838
54000,506325
54000,688071
54000,644653
54000,638944
54000,599115
54000,571105
54000,580904
54000,645709
54000,605249
54000,613709
54000,563121
54000,539526
54000,607208
54000,634949
54000,608362
54000,694817
54000,599098
54000,611691
54000,675187
54000,568825
54000,544508
54000,590287
54000,696327
54000,647903
54000,574693
54000,542411
54000,572452
54000,589743
54000,755221
54000,623688
54000,599014
54000,561402
54000,593226
54000,560504
54000,528562
54000,604773
54000,677672
54000,690587
54000,571538
54000,687005
54000,690904
54000,537334
54000,582141
54000,653564
54000,619830
54000,578700
55000,545573
55000,615272
55000,536223
55000,638580
55000,533620
55000,572718
55000,635444
55000,590653
55000,652486
55000,558632
55000,641980
55000,608040
55000,645949
55000,541351
55000,629405
55000,586100
55000,678340
55000,543710
55000,609269
55000,695376
55000,658554
55000,564726
55000,544146
55000,614273
55000,766491
55000,572613
55000,854008
55000,530720
55000,543659
55000,570511
55000,593720
55000,551742
55000,556130
55000,602856
55000,625416
55000,609859
55000,619748
55000,596858
55000,668158
55000,871217
55000,558351
55000,636616
55000,568442
55000,646597
55000,620413
55000,574702
55000,645185
55000,584249
55000,717083
55000,626937
56000,577368
56000,620093
56000,587027
56000,706655
56000,601847
56000,614482
56000,563766
56000,645836
56000,608943
56000,821757
56000,587394
56000,585041
56000,574869
56000,546715
56000,668109
56000,580348
56000,733228
56000,818987
56000,691824
56000,545052
56000,603517
56000,659918
56000,610092
56000,586320
56000,559450
56000,712630
56000,592891
56000,598266
56000,658243
56000,666269
56000,727801
56000,706334
56000,577405
56000,698451
56000,605798
56000,724619
56000,567926
56000,582447
56000,642133
56000,687387
56000,561543
56000,631736
56000,633341
56000,684617
56000,743749
56000,929418
56000,651652
56000,589030
56000,644652
56000,561316
57000,643748
57000,699743
57000,628440
57000,621456
57000,603063
57000,651481
57000,562767
57000,638956
57000,668069
57000,598325
57000,759856
57000,746251
57000,584305
57000,642663
57000,713316
57000,664561
57000,568958
57000,710146
57000,709037
57000,715067
57000,714327
57000,649725
57000,684038
57000,725450
57000,673434
57000,633498
57000,698526
57000,617977
57000,616736
57000,651860
57000,692569
57000,663080
57000,661158
57000,602668
57000,660406
57000,568936
57000,548620
57000,616009
57000,621453
57000,636737
57000,580342
57000,634057
57000,577395
57000,672839
57000,604412
57000,629995
57000,635564
57000,917669
57000,796518
57000,633080
58000,627072
58000,838570
58000,670395
58000,799111
58000,594715
58000,536205
58000,585856
58000,819803
58000,668570
58000,601099
58000,560177
58000,605184
58000,657685
58000,740834
58000,698892
58000,604264
58000,740514
58000,654665
58000,647964
58000,1013664
58000,674135
58000,757149
58000,636506
58000,585019
58000,539754
58000,765119
58000,652552
58000,634008
58000,715033
58000,662681
58000,805849
58000,608629
58000,629379
58000,661898
58000,734191
58000,645728
58000,632829
58000,771467
58000,588027
58000,674117
58000,693216
58000,658468
58000,635670
58000,666644
58000,719855
58000,633282
58000,718594
58000,570327
58000,597580
58000,591174
59000,650283
59000,800976
59000,722474
59000,625038
59000,707989
59000,579848
59000,655889
59000,702068
59000,613480
59000,753111
59000,676295
59000,640377
59000,588952
59000,683509
59000,773059
59000,692974
59000,718975
59000,663434
59000,693006
59000,624245
59000,759854
59000,656501
59000,669885
59000,616799
59000,650749
59000,689481
59000,765721
59000,659202
59000,722742
59000,680859
59000,603598
59000,718914
59000,612580
59000,649702
59000,709562
59000,591164
59000,848432
59000,885731
59000,576634
59000,610013
59000,608755
59000,713221
59000,729276
59000,624313
59000,720352
59000,603907
59000,675790
59000,746153
59000,604309
59000,658490
60000,660103
60000,783787
60000,768796
60000,810833
60000,593650
60000,679306
60000,643388
60000,697288
60000,618704
60000,640851
60000,636779
60000,754480
60000,695022
60000,687705
60000,640153
60000,692897
60000,571204
60000,758722
60000,788587
60000,592054
60000,666603
60000,759020
60000,686647
60000,726291
60000,618257
60000,876455
60000,718141
60000,607494
60000,790919
60000,805441
60000,902696
60000,728817
60000,800976
60000,755527
60000,879333
60000,673102
60000,796444
60000,685970
60000,622980
60000,606184
60000,795384
60000,647665
60000,675605
60000,716054
60000,634792
60000,601250
60000,612006
60000,580001
60000,568442
60000,727323
61000,679389
61000,826362
61000,666354
61000,841698
61000,688056
61000,780527
61000,919251
61000,683725
61000,542355
61000,791911
61000,692871
61000,703656
61000,654293
61000,667552
61000,658886
61000,674078
61000,728351
61000,677091
61000,694023
61000,768169
61000,557273
61000,710470
61000,750354
61000,670600
61000,640300
61000,615024
61000,1043969
61000,690441
61000,697275
61000,785632
61000,760438
61000,789572
61000,801117
61000,711406
61000,637118
61000,661905
61000,603306
61000,642743
61000,787059
61000,683345
61000,738187
61000,626439
61000,679756
61000,732870
61000,621324
61000,732166
61000,807806
61000,642414
61000,645796
61000,645232
62000,806546
62000,675215
62000,705668
62000,691201
62000,705953
62000,691017
62000,701025
62000,642024
62000,738947
62000,660227
62000,622709
62000,607615
62000,800255
62000,717029
62000,667236
62000,629507
62000,728730
62000,713198
62000,757330
62000,732382
62000,687757
62000,633846
62000,857034
62000,744781
62000,590455
62000,819675
62000,688777
62000,773625
62000,719491
62000,709797
62000,751056
62000,729653
62000,686686
62000,751437
62000,821809
62000,592957
62000,636666
62000,635640
62000,742383
62000,689518
62000,696293
62000,647259
62000,828674
62000,661407
62000,761409
62000,816086
62000,656758
62000,783533
62000,742926
62000,789451
63000,784597
63000,688870
63000,730611
63000,893121
63000,675184
63000,655659
63000,759365
63000,764388
63000,685821
63000,687423
63000,669939
63000,727019
63000,720449
63000,661981
63000,792495
63000,734658
63000,737575
63000,806785
63000,720729
63000,749554
63000,686502
63000,665036
63000,790045
63000,859164
63000,756434
63000,773556
63000,843794
63000,695820
63000,683231
63000,770896
63000,656005
63000,764990
63000,796492
63000,704333
63000,694715
63000,698989
63000,636829
63000,827376
63000,781771
63000,712493
63000,657741
63000,959439
63000,672368
63000,811012
63000,851855
63000,712372
63000,773452
63000,734076
63000,717043
63000,706713
64000,837500
64000,685494
64000,690974
64000,824156
64000,740388
64000,693266
64000,677942
64000,770212
64000,766618
64000,711598
64000,821436
64000,1033469
64000,818111
64000,788073
64000,723232
64000,831028
64000,761314
64000,780753
64000,808220
64000,735094
64000,736711
64000,672253
64000,735801
64000,851057
64000,732432
64000,751039
64000,904892
64000,772687
64000,662594
64000,649945
64000,826685
64000,705729
64000,621296
64000,690189
64000,719702
64000,763302
64000,836798
64000,647686
64000,682472
64000,698984
64000,766296
64000,754201
64000,624132
64000,628145
64000,889665
64000,659912
64000,653546
64000,758538
64000,789560
64000,618753
65000,748086
65000,680780
65000,807154
65000,742282
65000,759289
65000,698784
65000,640199
65000,697866
65000,715533
65000,987687
65000,686719
65000,771299
65000,885261
65000,794778
65000,661940
65000,711703
65000,777244
65000,706562
65000,720876
65000,739408
65000,672931
65000,688311
65000,693771
65000,778522
65000,704608
65000,730240
65000,648119
65000,763270
65000,805860
65000,908919
65000,845184
65000,902040
65000,725356
65000,742141
65000,680944
65000,1052785
65000,716707
65000,1071096
65000,698035
65000,828042
65000,927911
65000,702625
65000,740727
65000,783749
65000,817058
65000,892129
65000,608330
65000,641618
65000,781796
65000,765870
66000,748840
66000,713611
66000,659359
66000,671325
66000,826365
66000,727019
66000,869011
66000,751069
66000,719847
66000,858184
66000,769107
66000,738017
66000,735969
66000,796388
66000,733232
66000,704329
66000,665769
66000,794339
66000,901188
66000,803980
66000,712916
66000,655752
66000,775308
66000,698487
66000,774912
66000,654079
66000,803482
66000,728791
66000,702863
66000,848221
66000,711090
66000,732542
66000,767726
66000,681915
66000,957855
66000,788007
66000,766082
66000,782629
66000,704282
66000,723634
66000,717071
66000,650990
66000,775162
66000,709433
66000,872280
66000,809348
66000,721164
66000,750933
66000,797742
66000,761657
67000,1083303
67000,740146
67000,854698
67000,728156
67000,885860
67000,757574
67000,731481
67000,851389
67000,817773
67000,730690
67000,732115
67000,736965
67000,660381
67000,686218
67000,703483
67000,712672
67000,855474
67000,754099
67000,1019038
67000,719121
67000,751276
67000,674564
67000,871341
67000,895709
67000,695192
67000,857778
67000,845560
67000,679865
67000,689610
67000,882780
67000,848199
67000,650789
67000,867419
67000,775504
67000,639738
67000,829832
67000,880221
67000,695103
67000,804750
67000,711291
67000,762315
67000,760619
67000,933216
67000,831748
67000,798034
67000,788510
67000,788724
67000,685170
67000,701386
67000,803611
68000,743332
68000,806076
68000,752992
68000,663543
68000,850401
68000,875721
68000,781706
68000,874269
68000,829273
68000,1007502
68000,894736
68000,779647
68000,838444
68000,756856
68000,856429
68000,814377
68000,878342
68000,829244
68000,797070
68000,773467
68000,1010179
68000,703605
68000,701008
68000,918310
68000,897600
68000,815608
68000,770333
68000,670330
68000,690356
68000,811878
68000,653410
68000,818999
68000,921132
68000,811915
68000,906224
68000,734315
68000,961366
68000,938500
68000,906367
68000,861609
68000,977516
68000,668981
68000,954792
68000,699812
68000,819985
68000,916178
68000,862955
68000,781237
68000,673303
68000,817416
69000,895456
69000,783861
69000,777879
69000,964388
69000,835556
69000,1079414
69000,784468
69000,767004
69000,984861
69000,799906
69000,770197
69000,784998
69000,836144
69000,735718
69000,798328
69000,992005
69000,693097
69000,697775
69000,703909
69000,796922
69000,868434
69000,794277
69000,775947
69000,721687
69000,681343
69000,853006
69000,817651
69000,825922
69000,787077
69000,783244
69000,712150
69000,729181
69000,799990
69000,739864
69000,722792
69000,665755
69000,775917
69000,771376
69000,839018
69000,765063
69000,741518
69000,891762
69000,845765
69000,812720
69000,746125
69000,801999
69000,855089
69000,814651
69000,733922
69000,795043
70000,721924
70000,765426
70000,769431
70000,726838
70000,792676
70000,786836
70000,750292
70000,738410
70000,1011741
70000,908612
70000,774820
70000,932353
70000,800047
70000,864389
70000,741019
70000,794838
70000,832571
70000,782117
70000,931637
70000,760559
70000,805283
70000,731934
70000,851205
70000,891351
70000,793412
70000,782486
70000,886628
70000,887319
70000,779622
70000,766809
70000,839462
70000,760185
70000,833595
70000,918804
70000,921665
70000,795862
70000,855398
70000,829502
70000,744933
70000,899553
70000,861737
70000,809662
70000,945304
70000,938166
70000,860180
70000,1064853
70000,775505
70000,842000
70000,974787
70000,789929
71000,900748
71000,985687
71000,839385
71000,814898
71000,782160
71000,825054
71000,878567
71000,737955
71000,936276
71000,905448
71000,736296
71000,835428
71000,780437
71000,846991
71000,867164
71000,801400
71000,905230
71000,821364
71000,862825
71000,774787
71000,783755
71000,814855
71000,770420
71000,819249
71000,1013946
71000,847080
71000,767104
71000,833386
71000,857001
71000,954347
71000,793862
71000,821539
71000,828550
71000,728745
71000,706562
71000,793810
71000,955540
71000,797958
71000,884496
71000,946529
71000,845012
71000,836143
71000,742253
71000,827245
71000,867128
71000,718385
71000,885339
71000,695583
71000,866261
71000,823109
72000,788350
72000,926079
72000,767044
72000,965721
72000,846359
72000,837284
72000,786297
72000,779038
72000,724208
72000,695797
72000,915886
72000,801457
72000,766916
72000,801742
72000,805526
72000,830097
72000,786752
72000,853670
72000,749072
72000,855062
72000,926757
72000,727321
72000,935973
72000,817811
72000,739747
72000,814346
72000,715547
72000,804486
72000,880990
72000,792290
72000,802901
72000,918550
72000,779096
72000,847322
72000,838557
72000,847186
72000,804106
72000,830902
72000,758495
72000,729369
72000,1075630
72000,917753
72000,1036362
72000,806442
72000,769499
72000,862112
72000,865494
72000,1057446
72000,836623
72000,763045
73000,972938
73000,838570
73000,917411
73000,925828
73000,845118
73000,748204
73000,742604
73000,793285
73000,808236
73000,867175
73000,769556
73000,850705
73000,794214
73000,878037
73000,741528
73000,865493
73000,887058
73000,727877
73000,944194
73000,752126
73000,753430
73000,756460
73000,932707
73000,769512
73000,847001
73000,927781
73000,873438
73000,861235
73000,778918
73000,934214
73000,871131
73000,778923
73000,997146
73000,809675
73000,788456
73000,788496
73000,798661
73000,770866
73000,831078
73000,838897
73000,906178
73000,757029
73000,804343
73000,817141
73000,813866
73000,722209
73000,785623
73000,1004231
73000,765709
73000,724170
74000,947127
74000,724679
74000,834319
74000,898555
74000,832237
74000,876937
74000,807806
74000,835649
74000,748318
74000,787049
74000,888714
74000,969054
74000,855571
74000,859134
74000,852166
74000,852941
74000,809511
74000,882337
74000,792969
74000,867505
74000,775333
74000,813322
74000,803297
74000,921165
74000,899052
74000,792155
74000,796813
74000,924719
74000,831810
74000,834521
74000,1055938
74000,796595
74000,948096
74000,948632
74000,777773
74000,811014
74000,841832
74000,837663
74000,873007
74000,766690
74000,947341
74000,965025
74000,902814
74000,827183
74000,829387
74000,890240
74000,854723
74000,783955
74000,860198
74000,714710
75000,869738
75000,865585
75000,825676
75000,834537
75000,825538
75000,817236
75000,770889
75000,904945
75000,920773
75000,764573
75000,828800
75000,887304
75000,948340
75000,888778
75000,1000926
75000,891107
75000,963618
75000,834709
75000,1035379
75000,908974
75000,899779
75000,784223
75000,923004
75000,949882
75000,834484
75000,905085
75000,1008184
75000,858987
75000,843633
75000,904817
75000,804413
75000,821312
75000,1007750
75000,800834
75000,1045733
75000,851042
75000,975567
75000,885459
75000,1070397
75000,725693
75000,860505
75000,943589
75000,803840
75000,800739
75000,922093
75000,1295864
75000,828246
75000,789829
75000,898198
75000,962070
76000,819408
76000,840216
76000,857649
76000,850949
76000,835055
76000,866581
76000,944595
76000,961362
76000,866349
76000,981327
76000,890430
76000,841320
76000,965760
76000,873317
76000,827098
76000,879399
76000,853889
76000,861761
76000,935196
76000,890199
76000,841651
76000,768768
76000,936165
76000,870791
76000,1014316
76000,862949
76000,850658
76000,852658
76000,900407
76000,1359036
76000,823803
76000,870327
76000,849489
76000,852511
76000,839757
76000,934495
76000,730267
76000,871137
76000,862472
76000,848864
76000,863953
76000,849976
76000,900395
76000,879826
76000,1118950
76000,977357
76000,835599
76000,789770
76000,786237
76000,884091
77000,907761
77000,971488
77000,856678
77000,853065
77000,829742
77000,914615
77000,1030456
77000,864098
77000,889753
77000,898511
77000,852877
77000,781309
77000,892742
77000,940153
77000,911554
77000,858943
77000,973005
77000,902380
77000,798232
77000,785838
77000,869101
77000,975182
77000,888090
77000,906110
77000,825440
77000,933602
77000,799769
77000,857739
77000,936205
77000,983999
77000,883068
77000,1221586
77000,788633
77000,957102
77000,851850
77000,843233
77000,810755
77000,1119962
77000,816086
77000,982575
77000,909429
77000,846982
77000,932339
77000,916326
77000,923200
77000,1054203
77000,945289
77000,953990
77000,1200272
77000,928852
78000,901006
78000,856839
78000,878200
78000,1073234
78000,812739
78000,1035466
78000,970521
78000,834266
78000,966317
78000,902263
78000,921724
78000,1090189
78000,872799
78000,844455
78000,951395
78000,843126
78000,833955
78000,886529
78000,1318139
78000,911629
78000,1158135
78000,992616
78000,986895
78000,932859
78000,929376
78000,985349
78000,871479
78000,1078693
78000,1056522
78000,767640
78000,823996
78000,989423
78000,791323
78000,781772
78000,922121
78000,877469
78000,859548
78000,850454
78000,822004
78000,857589
78000,963073
78000,947232
78000,1044424
78000,882593
78000,780394
78000,860983
78000,960791
78000,944363
78000,858033
78000,795531
79000,762672
79000,1023262
79000,823792
79000,1016150
79000,815995
79000,825829
79000,880454
79000,946760
79000,895674
79000,1109251
79000,957527
79000,878441
79000,876565
79000,932682
79000,990362
79000,938418
79000,819940
79000,935317
79000,1071229
79000,1026307
79000,864062
79000,1161979
79000,901941
79000,834642
79000,1272048
79000,971243
79000,1071973
79000,950047
79000,1159049
79000,904310
79000,980978
79000,1144053
79000,836309
79000,901505
79000,823427
79000,932713
79000,858611
79000,787181
79000,1042762
79000,1007915
79000,928433
79000,934785
79000,942311
79000,801363
79000,901196
79000,892305
79000,794046
79000,901329
79000,974980
79000,823873
80000,978770
80000,1015315
80000,853864
80000,984254
80000,869851
80000,856150
80000,908938
80000,929734
80000,981984
80000,916209
80000,907886
80000,855911
80000,977813
80000,1026203
80000,841847
80000,960078
80000,883628
80000,964214
80000,936854
80000,1096892
80000,1091055
80000,1032633
80000,980358
80000,961165
80000,817909
80000,952430
80000,856657
80000,922082
80000,908397
80000,952661
80000,1052318
80000,856744
80000,915591
80000,919951
80000,865192
80000,837988
80000,883733
80000,851319
80000,947698
80000,847623
80000,969296
80000,1063935
80000,1084314
80000,914993
80000,1008989
80000,833105
80000,822057
80000,1135534
80000,1150506
80000,905689
81000,937909
81000,903771
81000,893251
81000,959957
81000,937973
81000,963990
81000,885282
81000,957637
81000,1019658
81000,934367
81000,1127535
81000,1014855
81000,764725
81000,897135
81000,1446972
81000,938046
81000,851961
81000,929656
81000,891284
81000,896561
81000,787507
81000,1114416
81000,1310743
81000,1056095
81000,812424
81000,884975
81000,968688
81000,989382
81000,1131636
81000,1076012
81000,965422
81000,1109369
81000,1317616
81000,836102
81000,1009756
81000,924774
81000,951844
81000,925164
81000,1040457
81000,1016048
81000,992416
81000,927945
81000,1063291
81000,984515
81000,1103082
81000,897019
81000,933055
81000,915030
81000,909096
81000,1084025
82000,907615
82000,883623
82000,1103179
82000,894254
82000,1041232
82000,1019028
82000,973906
82000,882975
82000,1195097
82000,920259
82000,963646
82000,1001324
82000,962926
82000,1004737
82000,1132380
82000,821347
82000,969334
82000,898183
82000,1148050
82000,1041293
82000,905380
82000,944288
82000,955040
82000,978221
82000,1094828
82000,959203
82000,984740
82000,865378
82000,870811
82000,937393
82000,934688
82000,854128
82000,1049620
82000,915464
82000,1071524
82000,996680
82000,1145364
82000,946090
82000,1101946
82000,1021569
82000,939969
82000,924145
82000,1140087
82000,998780
82000,1001557
82000,1004630
82000,1034240
82000,844083
82000,1040793
82000,842675
83000,970718
83000,894904
83000,876777
83000,868525
83000,1192972
83000,1041735
83000,883588
83000,874596
83000,1012099
83000,939052
83000,1022986
83000,945012
83000,895403
83000,906574
83000,852757
83000,1016707
83000,1149920
83000,933341
83000,943163
83000,1071730
83000,934602
83000,950366
83000,1126613
83000,1006338
83000,1129060
83000,1049055
83000,1049234
83000,1383254
83000,943284
83000,961348
83000,966952
83000,1043036
83000,910122
83000,1038049
83000,1109006
83000,947168
83000,1044804
83000,1018278
83000,1095171
83000,1008187
83000,1059984
83000,993304
83000,900420
83000,985777
83000,838481
83000,911291
83000,825959
83000,1047581
83000,1157917
83000,959556
84000,842522
84000,1308384
84000,1027465
84000,1077238
84000,1089878
84000,877501
84000,928805
84000,1029872
84000,1011635
84000,939620
84000,1079320
84000,1002843
84000,883273
84000,1065750
84000,1123890
84000,945961
84000,1199901
84000,930088
84000,925086
84000,1278847
84000,944918
84000,844297
84000,998540
84000,1025678
84000,824243
84000,996071
84000,1096133
84000,990271
84000,1001091
84000,1005049
84000,1321738
84000,841206
84000,997545
84000,1093663
84000,884080
84000,888289
84000,810764
84000,847484
84000,861371
84000,1116732
84000,1020958
84000,978301
84000,977611
84000,900319
84000,1095534
84000,1058104
84000,1234942
84000,1054902
84000,1054397
84000,933553
85000,920236
85000,1537227
85000,1150050
85000,905679
85000,1099639
85000,1008429
85000,1161966
85000,1088701
85000,1067646
85000,921910
85000,976492
85000,1144828
85000,1038525
85000,1123875
85000,894656
85000,875655
85000,1011691
85000,865076
85000,951260
85000,1042318
85000,935244
85000,899794
85000,961992
85000,1012941
85000,874084
85000,926149
85000,1169522
85000,1061714
85000,1053762
85000,1270490
85000,967294
85000,1004604
85000,849736
85000,1079489
85000,1066890
85000,924305
85000,1042732
85000,1024658
85000,1019746
85000,1032916
85000,1145619
85000,1044424
85000,902960
85000,1015793
85000,948598
85000,937383
85000,1054607
85000,970412
85000,1317231
85000,923485
86000,1016237
86000,1053697
86000,998311
86000,1075378
86000,917471
86000,948080
86000,996785
86000,877160
86000,1293186
86000,969451
86000,1051925
86000,1121862
86000,1003319
86000,1092076
86000,1181503
86000,935551
86000,924332
86000,1020017
86000,1069862
86000,1033681
86000,1012248
86000,1134148
86000,1099225
86000,920539
86000,948439
86000,1025520
86000,1235640
86000,930399
86000,889797
86000,1061925
86000,1214511
86000,1369968
86000,856511
86000,977842
86000,1217720
86000,1062025
86000,980731
86000,1054719
86000,1187093
86000,1413056
86000,943155
86000,1063459
86000,1030824
86000,1229839
86000,1038084
86000,982479
86000,1091475
86000,938334
86000,951744
86000,1154619
87000,933372
87000,986580
87000,911064
87000,932672
87000,999509
87000,941863
87000,902078
87000,885142
87000,1214145
87000,1073308
87000,904661
87000,1030923
87000,1094434
87000,989173
87000,1006887
87000,1328889
87000,995418
87000,1004615
87000,1141203
87000,1048691
87000,959738
87000,934382
87000,919411
87000,908538
87000,1058883
87000,941592
87000,1226007
87000,898927
87000,1118285
87000,1658881
87000,980962
87000,939026
87000,1050661
87000,1318571
87000,1016038
87000,909895
87000,886529
87000,911505
87000,1084660
87000,1050424
87000,1087463
87000,985288
87000,1026735
87000,965921
87000,1006627
87000,1170203
87000,1032524
87000,1020880
87000,981159
87000,1103926
88000,1185662
88000,1230829
88000,1128547
88000,1032695
88000,866466
88000,1134763
88000,1032854
88000,933726
88000,1202890
88000,867157
88000,901168
88000,969195
88000,977763
88000,1036785
88000,1047525
88000,929839
88000,952648
88000,990671
88000,1028692
88000,1044683
88000,1091712
88000,1098174
88000,1519947
88000,980427
88000,936377
88000,1210857
88000,1114525
88000,1046509
88000,983446
88000,1180157
88000,988117
88000,960651
88000,991076
88000,1076413
88000,1180938
88000,1070613
88000,1018696
88000,925003
88000,977126
88000,1104460
88000,1137191
88000,998237
88000,1079055
88000,1010135
88000,990025
88000,1238269
88000,981998
88000,942977
88000,962158
88000,1318862
89000,1025977
89000,989980
89000,1096511
89000,925924
89000,1147083
89000,1077241
89000,988580
89000,1096264
89000,970752
89000,972513
89000,1229189
89000,1091292
89000,1182305
89000,1199866
89000,1194207
89000,1193844
89000,1053200
89000,1105677
89000,917393
89000,1062991
89000,1226860
89000,917468
89000,1004318
89000,1064316
89000,964284
89000,901674
89000,1174950
89000,951412
89000,1062218
89000,964375
89000,973046
89000,1031032
89000,1210406
89000,1058452
89000,1002698
89000,975338
89000,1156209
89000,968799
89000,971260
89000,1145556
89000,1217114
89000,920468
89000,1291729
89000,1000630
89000,855532
89000,1198448
89000,1123568
89000,1220999
89000,1113187
89000,1167702
90000,1066189
90000,1105380
90000,1144983
90000,1038844
90000,1091924
90000,1077170
90000,1097246
90000,919573
90000,1203625
90000,980440
90000,1163529
90000,1073374
90000,1165364
90000,1047501
90000,1182746
90000,944970
90000,1015534
90000,1086982
90000,1061897
90000,1002061
90000,1104403
90000,972008
90000,993542
90000,1129459
90000,1044280
90000,1215988
90000,919027
90000,1079588
90000,1270098
90000,984630
90000,965277
90000,1120185
90000,1057892
90000,939880
90000,1267002
90000,971561
90000,1040019
90000,1150551
90000,1222770
90000,1090795
90000,1009471
90000,922450
90000,958072
90000,1087305
90000,933333
90000,1211370
90000,1090015
90000,1080541
90000,922878
90000,947698
91000,1149199
91000,1024600
91000,1103955
91000,973616
91000,915276
91000,1010766
91000,1081432
91000,976425
91000,923204
91000,1452722
91000,994024
91000,1051744
91000,938832
91000,1160447
91000,1035700
91000,1077973
91000,1110994
91000,1107982
91000,1112143
91000,1072723
91000,953113
91000,1027385
91000,1031570
91000,1086783
91000,1088813
91000,1067787
91000,1010381
91000,986961
91000,1108204
91000,1073030
91000,971035
91000,1095945
91000,1370637
91000,922095
91000,1140132
91000,975240
91000,991023
91000,1084176
91000,1549414
91000,1166520
91000,1236045
91000,1078514
91000,1154375
91000,1100391
91000,1048155
91000,983664
91000,959483
91000,1040647
91000,1018546
91000,1202655
92000,1145425
92000,1247223
92000,1113203
92000,1051046
92000,1009645
92000,973349
92000,1061143
92000,1146680
92000,1000930
92000,1171076
92000,1056781
92000,1171248
92000,1165520
92000,998291
92000,1104937
92000,1011169
92000,1159873
92000,1079991
92000,1043548
92000,1372839
92000,1091447
92000,966515
92000,1096540
92000,1112971
92000,1228161
92000,1061510
92000,1306691
92000,1070373
92000,1161174
92000,1277093
92000,1048786
92000,1143886
92000,945555
92000,1253589
92000,1092037
92000,1041849
92000,1093089
92000,1073366
92000,1103683
92000,1119744
92000,1102825
92000,1034485
92000,1033271
92000,1063796
