n,C-D
47000,119428
47000,55761
47000,66694
47000,103305
47000,206367
47000,192346
47000,85993
47000,133562
47000,80622
47000,172868
47000,207348
47000,27071
47000,95940
47000,222107
47000,93060
47000,91340
47000,90978
47000,109726
47000,101544
47000,117917
47000,186213
47000,281850
48000,115285
48000,79338
48000,104203
48000,73785
48000,54349
48000,71693
48000,99593
48000,37644
48000,160492
48000,133869
48000,182487
48000,227404
48000,129913
48000,193856
48000,116831
48000,104865
48000,90219
48000,94406
48000,121830
48000,125972
48000,131152
48000,60881
48000,94268
48000,172652
48000,89174
48000,116017
48000,121872
48000,89901
48000,71032
48000,154125
48000,124825
48000,107957
48000,114949
48000,101201
48000,25734
48000,35758
48000,197400
48000,155228
48000,31353
48000,86097
48000,168337
48000,275308
48000,196564
48000,52336
48000,228965
48000,221810
48000,80694
48000,109076
48000,12127
48000,183715
49000,25380
49000,172436
49000,231360
49000,54125
49000,322426
49000,103721
49000,84430
49000,117937
49000,171495
49000,136815
49000,62360
49000,17176
49000,213309
49000,48655
49000,260897
49000,32415
49000,376240
49000,111355
49000,130250
49000,102855
49000,158953
49000,159267
49000,41723
49000,111798
49000,134621
49000,75969
49000,65121
49000,24902
49000,26470
49000,11220
49000,18846
49000,191280
49000,100051
49000,172596
49000,178635
49000,132728
49000,96271
49000,122462
49000,139988
49000,171105
49000,121053
49000,323368
49000,283802
49000,172575
49000,95338
49000,138382
49000,119059
49000,63921
49000,252575
49000,118365
50000,160569
50000,173106
50000,42399
50000,38539
50000,202431
50000,240829
50000,29157
50000,44039
50000,94070
50000,45109
50000,166339
50000,489299
50000,214979
50000,36755
50000,174443
50000,60106
50000,135845
50000,113093
50000,124027
50000,105391
50000,155059
50000,110735
50000,89609
50000,218108
50000,78348
50000,42609
50000,118149
50000,65633
50000,77899
50000,65240
50000,156832
50000,164404
50000,77706
50000,145608
50000,123067
50000,47598
50000,51581
50000,69251
50000,162770
50000,192032
50000,211483
50000,174313
50000,233252
50000,11049
50000,159468
50000,74729
50000,185167
50000,237320
50000,74022
50000,149863
51000,145532
51000,14988
51000,152280
51000,164076
51000,133474
51000,157113
51000,145429
51000,37760
51000,135842
51000,75627
51000,127110
51000,135970
51000,54307
51000,48511
51000,120946
51000,286298
51000,92825
51000,93038
51000,138867
51000,133344
51000,76681
51000,232790
51000,227581
51000,233750
51000,130486
51000,192446
51000,232851
51000,24410
51000,82182
51000,50713
51000,109774
51000,139213
51000,192116
51000,218375
51000,176719
51000,74808
51000,152915
51000,77884
51000,15947
51000,107764
51000,122148
51000,80104
51000,192404
51000,94528
51000,211206
51000,140662
51000,381529
51000,177806
51000,169174
51000,160103
52000,84967
52000,160420
52000,142826
52000,391792
52000,156008
52000,65029
52000,486622
52000,54018
52000,137057
52000,74482
52000,167837
52000,14054
52000,404226
52000,194016
52000,154566
52000,137849
52000,136004
52000,197063
52000,155283
52000,69179
52000,36543
52000,188811
52000,96885
52000,69321
52000,57781
52000,148993
52000,37452
52000,88833
52000,137385
52000,119313
52000,185612
52000,146183
52000,123718
52000,125619
52000,77595
52000,39523
52000,108426
52000,128266
52000,188349
52000,84015
52000,167410
52000,203536
52000,98117
52000,134692
52000,58590
52000,318119
52000,181389
52000,149614
52000,9062
52000,47847
53000,300891
53000,146874
53000,144501
53000,16662
53000,76986
53000,173700
53000,436157
53000,100506
53000,34432
53000,269184
53000,235949
53000,118853
53000,28597
53000,120559
53000,77720
53000,147087
53000,240111
53000,183836
53000,299549
53000,132171
53000,103565
53000,107829
53000,247563
53000,190029
53000,208372
53000,122864
53000,23912
53000,331548
53000,96874
53000,267009
53000,5598
53000,173501
53000,73239
53000,107014
53000,108331
53000,194295
53000,4075
53000,112918
53000,74154
53000,104638
53000,128636
53000,109463
53000,98071
53000,58614
53000,142983
53000,169888
53000,77886
53000,119647
53000,162563
53000,84053
54000,107463
54000,330469
54000,76997
54000,165741
54000,172547
54000,99901
54000,147507
54000,188492
54000,115046
54000,130830
54000,142153
54000,170948
54000,271075
54000,227763
54000,92466
54000,332888
54000,208357
54000,291345
54000,100539
54000,25711
54000,173187
54000,218780
54000,201671
54000,152883
54000,106900
54000,435230
54000,210795
54000,47622
54000,48336
54000,103099
54000,158165
54000,28383
54000,120533
54000,65895
54000,127749
54000,72135
54000,196520
54000,146041
54000,178994
54000,175298
54000,204382
54000,157652
54000,69504
54000,73546
54000,178273
54000,80628
54000,74290
54000,80264
54000,87861
54000,221293
55000,235562
55000,152554
55000,164594
55000,134416
55000,159943
55000,139710
55000,57886
55000,118023
55000,76566
55000,71566
55000,95967
55000,98153
55000,223003
55000,76725
55000,173354
55000,64195
55000,79330
55000,96398
55000,97068
55000,183986
55000,153217
55000,345591
55000,236617
55000,198811
55000,84386
55000,131529
55000,187083
55000,276489
55000,140346
55000,351655
55000,140747
55000,126581
55000,6764
55000,158679
55000,81876
55000,193958
55000,294299
55000,260867
55000,78744
55000,110043
55000,111984
55000,137090
55000,161457
55000,26660
55000,158437
55000,186178
55000,130806
55000,305384
55000,85496
55000,172004
56000,120166
56000,36821
56000,141594
56000,120800
56000,41506
56000,160975
56000,253631
56000,169389
56000,101110
56000,146785
56000,103993
56000,152568
56000,62395
56000,181435
56000,92408
56000,164699
56000,54679
56000,19361
56000,231071
56000,46098
56000,155659
56000,157982
56000,190751
56000,95422
56000,270427
56000,98993
56000,156023
56000,202182
56000,69980
56000,218465
56000,136467
56000,54969
56000,115280
56000,143650
56000,214769
56000,69564
56000,100333
56000,212545
56000,150437
56000,50477
56000,163846
56000,192306
56000,206047
56000,357932
56000,160261
56000,364834
56000,146327
56000,129601
56000,121598
56000,15464
57000,286254
57000,184578
57000,128192
57000,26027
57000,239178
57000,201997
57000,30655
57000,71988
57000,157978
57000,309500
57000,60145
57000,113958
57000,125539
57000,215633
57000,212159
57000,179896
57000,284494
57000,280943
57000,98506
57000,62237
57000,259094
57000,159157
57000,78138
57000,226348
57000,167120
57000,321663
57000,252279
57000,27917
57000,18791
57000,181179
57000,230731
57000,59756
57000,188455
57000,223679
57000,116921
57000,175117
57000,239052
57000,325090
57000,133100
57000,202723
57000,241532
57000,53528
57000,12829
57000,201155
57000,97345
57000,188137
57000,220844
57000,154022
57000,106833
57000,239698
58000,126206
58000,94661
58000,68580
58000,43124
58000,182953
58000,253807
58000,67527
58000,101540
58000,145327
58000,8469
58000,160662
58000,17228
58000,163044
58000,100081
58000,1095
58000,131967
58000,117267
58000,95624
58000,161387
58000,360212
58000,131143
58000,252310
58000,285427
58000,130731
58000,124872
58000,101591
58000,53872
58000,139814
58000,82363
58000,181125
58000,195781
58000,218708
58000,336
58000,9148
58000,157971
58000,159537
58000,192278
58000,86176
58000,183103
58000,173892
58000,108155
58000,115235
58000,141697
58000,208997
58000,163625
58000,162604
58000,69080
58000,201742
58000,110860
58000,329741
59000,306526
59000,108467
59000,169254
59000,123619
59000,134150
59000,335
59000,141684
59000,165578
59000,250034
59000,86940
59000,71944
59000,148915
59000,124952
59000,180283
59000,39543
59000,206797
59000,212944
59000,96035
59000,39376
59000,89028
59000,274003
59000,109252
59000,306312
59000,127824
59000,163848
59000,44356
59000,117856
59000,191741
59000,125952
59000,167241
59000,115373
59000,57637
59000,151607
59000,169100
59000,77933
59000,152017
59000,78618
59000,294062
59000,206377
59000,233710
59000,197055
59000,122748
59000,125872
59000,76071
59000,120110
59000,107517
59000,179778
59000,83616
59000,50827
59000,273315
60000,57047
60000,183009
60000,153427
60000,338065
60000,70725
60000,18264
60000,127050
60000,289555
60000,24463
60000,59755
60000,302695
60000,86049
60000,148096
60000,157897
60000,192058
60000,133822
60000,248412
60000,1000
60000,44304
60000,287588
60000,33767
60000,187608
60000,151547
60000,109296
60000,109723
60000,167771
60000,361485
60000,141007
60000,145502
60000,12005
60000,129317
60000,149346
60000,187507
60000,143248
60000,344324
60000,97323
60000,84210
60000,106900
60000,136524
60000,213410
60000,100744
60000,146701
60000,279709
60000,25491
60000,133587
60000,135044
60000,167056
60000,266584
60000,328353
60000,110014
61000,33867
61000,213452
61000,212138
61000,249726
61000,232830
61000,184760
61000,41017
61000,45067
61000,42833
61000,236409
61000,231018
61000,264412
61000,138794
61000,358379
61000,213894
61000,61839
61000,158772
61000,84673
61000,159863
61000,16351
61000,282687
61000,104935
61000,121276
61000,273531
61000,176863
61000,205320
61000,233750
61000,197818
61000,200052
61000,85986
61000,233948
61000,185194
61000,264391
61000,73642
61000,255153
61000,69228
61000,121908
61000,182064
61000,40491
61000,31008
61000,341127
61000,20879
61000,318561
61000,49194
61000,181466
61000,104677
61000,167881
61000,69418
61000,153713
61000,92613
62000,214561
62000,154171
62000,169390
62000,100566
62000,197021
62000,112184
62000,67243
62000,81304
62000,206499
62000,176492
62000,152940
62000,45205
62000,137345
62000,148349
62000,295505
62000,104658
62000,206933
62000,82555
62000,149331
62000,248505
62000,107360
62000,68579
62000,139160
62000,9530
62000,99367
62000,203682
62000,125958
62000,219755
62000,107070
62000,239444
62000,91225
62000,127633
62000,308767
62000,117447
62000,168931
62000,145063
62000,251698
62000,223853
62000,229488
62000,296670
62000,286775
62000,223812
62000,287407
62000,284292
62000,196443
62000,6587
62000,62995
62000,89505
62000,91750
62000,338689
63000,196050
63000,184066
63000,183905
63000,234788
63000,160397
63000,161718
63000,20293
63000,236976
63000,64846
63000,130167
63000,178475
63000,182674
63000,129312
63000,85937
63000,169975
63000,13137
63000,131988
63000,180904
63000,230189
63000,224227
63000,20920
63000,272243
63000,33747
63000,128037
63000,199013
63000,61260
63000,227643
63000,233677
63000,104414
63000,38392
63000,135099
63000,197009
63000,112311
63000,224195
63000,119230
63000,105653
63000,66281
63000,192788
63000,251300
63000,137716
63000,128754
63000,276496
63000,119838
63000,1937
63000,117878
63000,329018
63000,317561
63000,134745
63000,98483
63000,206405
64000,206008
64000,10314
64000,193657
64000,330273
64000,170260
64000,304111
64000,135166
64000,399093
64000,187814
64000,152366
64000,60520
64000,207018
64000,117338
64000,166512
64000,203090
64000,130967
64000,108618
64000,85836
64000,6885
64000,124138
64000,179082
64000,271036
64000,299258
64000,273986
64000,225993
64000,115322
64000,149811
64000,333048
64000,229008
64000,78036
64000,4140
64000,330714
64000,182366
64000,242127
64000,339494
64000,321830
64000,149225
64000,159700
64000,171011
64000,109435
64000,148237
64000,255043
64000,126171
64000,83708
64000,96346
64000,178330
64000,209551
64000,89555
64000,185288
64000,325338
65000,222373
65000,31667
65000,227659
65000,164690
65000,256383
65000,171135
65000,230988
65000,75116
65000,237416
65000,121428
65000,94938
65000,138750
65000,80025
65000,146982
65000,143431
65000,188840
65000,32385
65000,66021
65000,268479
65000,74595
65000,210847
65000,160270
65000,205597
65000,306956
65000,151665
65000,277273
65000,104589
65000,79823
65000,177742
65000,148355
65000,137874
65000,258214
65000,102403
65000,86958
65000,205261
65000,252832
65000,85865
65000,65400
65000,147527
65000,240762
65000,99834
65000,105863
65000,434318
65000,220435
65000,97874
65000,140591
65000,305898
65000,149715
65000,190353
65000,147501
66000,11296
66000,283287
66000,101187
66000,173274
66000,33823
66000,130054
66000,210297
66000,666512
66000,123720
66000,119943
66000,147262
66000,99696
66000,76344
66000,392122
66000,293182
66000,147502
66000,346011
66000,250888
66000,128779
66000,213638
66000,27809
66000,313179
66000,300469
66000,217551
66000,125374
66000,185051
66000,135707
66000,289602
66000,100678
66000,287902
66000,208240
66000,344683
66000,176059
66000,288823
66000,67881
66000,275989
66000,219434
66000,149688
66000,44612
66000,249335
66000,87032
66000,77952
66000,149073
66000,82209
66000,215402
66000,234322
66000,224697
66000,275968
66000,102538
66000,64067
67000,225180
67000,134102
67000,267019
67000,237788
67000,158338
67000,273651
67000,188633
67000,181400
67000,266464
67000,245862
67000,129792
67000,296020
67000,78977
67000,267720
67000,253028
67000,28726
67000,225056
67000,206525
67000,240591
67000,282755
67000,89677
67000,136216
67000,126197
67000,202680
67000,112484
67000,204526
67000,213131
67000,326000
67000,286130
67000,282259
67000,267650
67000,244596
67000,295055
67000,263397
67000,112224
67000,251954
67000,423283
67000,240801
67000,185181
67000,199983
67000,153788
67000,31865
67000,150104
67000,23381
67000,155780
67000,195456
67000,172012
67000,224176
67000,327251
67000,227903
68000,89539
68000,142617
68000,17116
68000,70451
68000,250249
68000,306299
68000,39441
68000,34843
68000,132568
68000,276997
68000,146789
68000,111309
68000,112848
68000,144845
68000,157308
68000,304214
68000,53674
68000,303263
68000,360051
68000,227693
68000,49251
68000,27323
68000,79889
68000,43690
68000,385797
68000,261874
68000,193117
68000,294382
68000,269879
68000,274115
68000,136596
68000,71826
68000,124390
68000,363971
68000,34986
68000,294832
68000,355964
68000,174345
68000,187488
68000,293095
68000,206576
68000,245793
68000,159889
68000,175905
68000,274590
68000,191839
68000,295615
68000,38477
68000,322603
68000,306337
69000,73541
69000,122453
69000,266979
69000,51519
69000,83851
69000,180036
69000,135575
69000,293462
69000,297788
69000,101811
69000,107591
69000,326969
69000,238979
69000,36287
69000,183839
69000,9319
69000,167373
69000,364070
69000,264746
69000,454616
69000,56497
69000,127802
69000,146339
69000,89901
69000,528992
69000,319182
69000,28884
69000,59054
69000,273577
69000,235214
69000,124281
69000,172920
69000,43355
69000,188218
69000,175145
69000,323081
69000,134115
69000,322346
69000,156495
69000,253847
69000,197214
69000,412873
69000,125607
69000,116235
69000,308718
69000,92096
69000,247362
69000,294111
69000,139309
69000,141615
70000,372996
70000,254303
70000,5993
70000,119189
70000,209361
70000,305880
70000,217559
70000,160264
70000,278519
70000,226286
70000,183607
70000,148281
70000,566562
70000,199620
70000,78271
70000,184028
70000,71627
70000,470902
70000,90550
70000,229455
70000,202854
70000,68633
70000,227504
70000,184376
70000,212367
70000,17750
70000,161241
70000,259191
70000,115203
70000,127805
70000,261353
70000,338699
70000,336795
70000,97818
70000,341200
70000,48660
70000,198841
70000,2290
70000,155286
70000,215996
70000,192654
70000,412440
70000,244689
70000,173362
70000,318374
70000,194542
70000,106372
70000,99731
70000,50971
70000,205452
71000,239656
71000,141700
71000,183071
71000,202297
71000,308336
71000,88507
71000,171735
71000,233215
71000,275409
71000,242164
71000,101345
71000,106799
71000,167764
71000,91260
71000,14513
71000,139161
71000,73827
71000,206702
71000,182150
71000,162294
71000,431974
71000,264082
71000,193960
71000,440119
71000,332761
71000,193800
71000,210745
71000,206917
71000,365791
71000,151491
71000,276610
71000,193042
71000,42059
71000,230654
71000,206061
71000,377201
71000,275117
71000,160942
71000,212777
71000,496105
71000,246385
71000,151406
71000,359886
71000,245332
71000,310871
71000,159957
71000,153830
71000,188957
71000,17257
71000,286793
72000,185306
72000,112057
72000,270613
72000,62147
72000,93443
72000,286174
72000,224440
72000,83890
72000,258546
72000,188940
72000,347724
72000,208967
72000,410174
72000,85494
72000,260899
72000,41456
72000,322227
72000,261083
72000,356813
72000,240100
72000,212438
72000,108172
72000,151107
72000,266061
72000,44857
72000,213351
72000,205598
72000,118505
72000,253620
72000,236249
72000,175539
72000,121166
72000,144172
72000,264498
72000,302319
72000,158496
72000,154674
72000,73012
72000,227775
72000,146759
72000,132063
72000,403233
72000,45686
72000,82002
72000,138211
72000,438218
72000,266029
72000,244633
72000,333025
72000,171645
73000,101104
73000,201386
73000,5176
73000,363954
73000,215898
73000,240537
73000,34399
73000,194453
73000,270145
73000,252302
73000,107090
73000,211125
73000,287543
73000,226227
73000,131053
73000,129336
73000,89959
73000,105934
73000,175618
73000,207646
73000,230978
73000,189842
73000,227616
73000,298605
73000,164379
73000,73451
73000,206233
73000,402248
73000,337399
73000,154063
73000,197733
73000,172644
73000,421822
73000,137479
73000,318410
73000,286619
73000,213723
73000,179381
73000,155651
73000,183397
73000,361176
73000,109847
73000,353400
73000,197019
73000,132202
73000,222549
73000,187633
73000,267677
73000,75324
73000,290408
74000,141369
74000,354275
74000,236633
74000,206593
74000,391737
74000,177426
74000,360703
74000,294935
74000,89920
74000,182387
74000,180348
74000,161567
74000,196389
74000,55244
74000,221543
74000,230072
74000,137521
74000,283677
74000,233832
74000,38310
74000,244668
74000,216420
74000,485560
74000,231100
74000,41894
74000,78780
74000,94631
74000,96695
74000,295636
74000,125546
74000,217637
74000,83597
74000,86680
74000,232271
74000,322116
74000,246496
74000,137857
74000,84673
74000,233692
74000,223211
74000,252636
74000,76594
74000,185338
74000,107919
74000,59183
74000,199723
74000,253582
74000,234298
74000,158020
74000,317747
75000,59127
75000,54240
75000,275104
75000,169837
75000,247126
75000,183215
75000,129781
75000,235725
75000,157161
75000,247348
75000,158826
75000,282426
75000,127803
75000,153284
75000,299211
75000,171773
75000,246881
75000,376632
75000,368394
75000,117225
75000,67750
75000,179530
75000,178061
75000,115332
75000,92649
75000,330479
75000,190443
75000,123061
75000,146707
75000,114354
75000,301462
75000,274846
75000,119488
75000,187239
75000,332004
75000,232192
75000,185359
75000,98181
75000,198750
75000,259501
75000,216848
75000,147363
75000,303159
75000,206755
75000,253407
75000,282006
75000,579359
75000,337368
75000,261115
75000,234935
76000,95426
76000,237440
76000,258455
76000,288243
76000,64519
76000,336605
76000,322512
76000,195166
76000,328111
76000,173306
76000,154066
76000,346213
76000,198216
76000,201629
76000,203777
76000,181625
76000,235506
76000,231571
76000,355947
76000,159413
76000,304655
76000,455657
76000,38831
76000,305340
76000,209889
76000,40624
76000,335931
76000,275203
76000,148419
76000,74279
76000,376381
76000,147654
76000,98260
76000,108563
76000,174234
76000,177559
76000,145376
76000,397930
76000,338625
76000,115577
76000,196607
76000,295871
76000,259654
76000,106079
76000,333498
76000,231538
76000,267735
76000,109130
76000,240322
76000,285676
77000,164402
77000,430009
77000,380653
77000,270213
77000,245638
77000,252336
77000,131773
77000,143339
77000,98924
77000,11131
77000,199568
77000,88005
77000,50185
77000,161139
77000,265930
77000,259908
77000,193353
77000,128608
77000,159071
77000,253892
77000,154452
77000,121868
77000,144663
77000,16633
77000,106950
77000,316792
77000,215018
77000,130787
77000,282430
77000,192494
77000,194235
77000,331117
77000,342885
77000,75419
77000,233468
77000,302912
77000,21370
77000,523276
77000,127860
77000,204909
77000,230262
77000,133312
77000,184479
77000,285652
77000,44645
77000,110990
77000,267216
77000,239767
77000,199821
77000,194987
78000,260300
78000,178877
78000,245293
78000,325275
78000,130204
78000,109580
78000,66507
78000,271691
78000,232487
78000,158701
78000,268502
78000,183605
78000,247539
78000,357678
78000,169338
78000,132197
78000,361750
78000,220044
78000,186494
78000,174381
78000,336935
78000,192830
78000,147687
78000,279380
78000,356589
78000,700621
78000,172268
78000,351502
78000,248819
78000,167382
78000,119321
78000,76421
78000,227716
78000,42536
78000,123624
78000,194660
78000,261549
78000,318492
78000,286747
78000,8695
78000,297676
78000,110095
78000,108614
78000,168697
78000,92895
78000,312416
78000,140951
78000,67884
78000,100189
78000,393475
79000,153033
79000,189952
79000,304411
79000,301036
79000,247159
79000,108937
79000,258504
79000,121143
79000,268916
79000,270063
79000,246363
79000,108922
79000,288825
79000,404073
79000,235694
79000,107737
79000,154190
79000,226735
79000,414430
79000,79380
79000,128389
79000,142731
79000,394294
79000,78292
79000,218701
79000,1460
79000,148817
79000,250489
79000,115782
79000,81363
79000,352614
79000,148121
79000,34518
79000,105212
79000,205595
79000,183642
79000,162480
79000,177187
79000,364751
79000,206809
79000,541559
79000,117509
79000,325877
79000,275071
79000,94662
79000,364400
79000,312059
79000,196618
79000,141539
79000,198003
80000,126741
80000,98175
80000,639250
80000,248275
80000,98151
80000,325030
80000,300982
80000,283052
80000,134344
80000,213952
80000,167020
80000,168291
80000,338622
80000,262093
80000,467082
80000,358247
80000,460827
80000,39373
80000,71127
80000,197089
80000,249045
80000,25106
80000,428237
80000,140761
80000,227639
80000,375473
80000,268902
80000,475305
80000,112542
80000,177253
80000,202500
80000,160355
80000,489895
80000,253861
80000,214476
80000,158562
80000,351093
80000,181425
80000,257118
80000,135414
80000,359467
80000,62477
80000,260187
80000,455963
80000,284298
80000,561243
80000,399918
80000,133757
80000,154412
80000,318530
81000,481166
81000,280968
81000,131008
81000,113110
81000,242962
81000,241232
81000,150479
81000,314163
81000,143161
81000,251031
81000,265555
81000,194277
81000,387937
81000,60030
81000,33664
81000,295064
81000,311576
81000,180161
81000,324693
81000,225919
81000,297596
81000,137386
81000,231132
81000,184723
81000,195532
81000,370025
81000,467176
81000,290356
81000,490626
81000,150510
81000,315481
81000,131869
81000,299578
81000,388842
81000,170631
81000,131472
81000,282524
81000,259308
81000,333102
81000,212143
81000,425706
81000,99384
81000,283079
81000,172524
81000,132639
81000,150530
81000,55414
81000,230933
81000,105529
81000,92158
82000,293075
82000,79578
82000,376868
82000,308474
82000,187237
82000,167951
82000,392835
82000,173874
82000,353010
82000,307532
82000,179555
82000,478491
82000,131523
82000,182540
82000,201801
82000,262602
82000,260608
82000,601200
82000,315648
82000,241766
82000,183877
82000,215593
82000,359578
82000,281981
82000,183003
82000,161139
82000,102752
82000,203888
82000,209697
82000,242268
82000,203610
82000,383958
82000,187164
82000,224492
82000,161830
82000,224921
82000,199059
82000,399069
82000,147360
82000,225153
82000,313222
82000,198468
82000,143655
82000,133016
82000,40253
82000,192422
82000,250698
82000,392877
82000,84422
82000,177316
83000,132103
83000,97641
83000,205574
83000,521389
83000,327847
83000,220968
83000,371615
83000,376140
83000,439301
83000,236772
83000,207596
83000,193045
83000,202589
83000,198787
83000,105770
83000,193299
83000,70182
83000,171495
83000,124814
83000,308548
83000,276890
83000,396855
83000,215770
83000,166552
83000,366592
83000,503536
83000,215595
83000,129636
83000,36548
83000,344377
83000,252706
83000,310199
83000,310632
83000,190053
83000,166506
83000,187626
83000,26436
83000,369246
83000,177980
83000,355744
83000,253664
83000,344704
83000,101648
83000,319056
83000,288769
83000,376632
83000,144487
83000,296327
83000,273385
83000,413753
84000,85708
84000,107525
84000,82350
84000,300348
84000,451559
84000,271993
84000,309559
84000,53522
84000,219584
84000,127410
84000,225718
84000,155196
84000,289105
84000,30699
84000,181627
84000,234894
84000,181400
84000,197293
84000,186108
84000,48032
84000,208082
84000,355059
84000,275713
84000,117517
84000,247365
84000,584319
84000,163672
84000,254952
84000,193567
84000,237669
84000,324228
84000,172947
84000,255439
84000,267958
84000,310298
84000,458274
84000,179730
84000,452243
84000,248276
84000,279515
84000,216011
84000,495849
84000,191187
84000,232340
84000,324437
84000,207833
84000,256882
84000,225533
84000,126761
84000,215382
85000,14638
85000,168846
85000,87059
85000,185030
85000,380110
85000,407740
85000,208278
85000,189410
85000,521937
85000,297551
85000,373893
85000,128829
85000,152192
85000,72383
85000,277806
85000,39715
85000,290348
85000,306788
85000,153935
85000,106371
85000,50032
85000,30221
85000,380323
85000,197398
85000,200998
85000,402343
85000,43670
85000,195840
85000,209604
85000,128585
85000,336923
85000,140298
85000,213807
85000,11029
85000,106098
85000,145973
85000,171687
85000,283051
85000,60315
85000,165039
85000,225088
85000,281046
85000,295042
85000,378069
85000,111022
85000,287103
85000,64613
85000,25424
85000,327009
85000,384471
86000,207411
86000,252235
86000,256933
86000,121215
86000,215897
86000,138829
86000,147665
86000,269065
86000,220140
86000,128433
86000,490132
86000,421889
86000,349424
86000,64226
86000,467539
86000,177784
86000,130782
86000,508454
86000,100078
86000,255097
86000,180738
86000,155016
86000,170585
86000,201020
86000,423263
86000,640910
86000,740802
86000,217028
86000,350973
86000,276660
86000,455884
86000,144748
86000,230812
86000,341258
86000,242140
86000,208903
86000,256318
86000,298343
86000,339939
86000,20954
86000,74929
86000,267264
86000,367659
86000,105569
86000,298455
86000,180853
86000,148688
86000,240908
86000,85600
86000,121605
87000,456691
87000,98593
87000,84954
87000,247923
87000,34812
87000,195407
87000,216925
87000,416614
87000,136703
87000,365498
87000,220209
87000,828850
87000,71716
87000,665501
87000,251245
87000,86863
87000,513750
87000,496275
87000,169327
87000,528027
87000,258478
87000,382386
87000,406755
87000,275721
87000,16859
87000,60406
87000,182298
87000,264724
87000,217316
87000,142498
87000,266848
87000,434395
87000,7468
87000,82986
87000,211354
87000,98485
87000,230927
87000,193301
87000,122702
87000,80711
87000,141153
87000,267313
87000,99023
87000,152800
87000,244425
87000,44479
87000,341919
87000,305326
87000,82407
87000,417070
88000,395899
88000,72110
88000,127794
88000,190988
88000,373860
88000,126730
88000,8247
88000,260038
88000,142384
88000,238676
88000,435378
88000,62459
88000,309147
88000,350401
88000,251733
88000,13234
88000,414689
88000,356031
88000,261206
88000,230225
88000,225869
88000,181564
88000,52684
88000,198426
88000,339250
88000,302327
88000,128023
88000,227434
88000,386585
88000,128634
88000,288392
88000,121360
88000,107529
88000,128156
88000,261200
88000,227719
88000,19652
88000,220459
88000,292823
88000,268405
88000,69732
88000,160132
88000,91138
88000,199739
88000,226775
88000,454237
88000,291853
88000,144305
88000,266668
88000,145353
89000,175600
89000,559877
89000,54926
89000,231739
89000,443866
89000,184975
89000,91927
89000,142255
89000,193992
89000,96191
89000,98255
89000,78499
89000,28743
89000,263266
89000,477014
89000,24737
89000,204978
89000,334936
89000,281119
89000,194046
89000,72884
89000,389982
89000,243421
89000,531330
89000,205729
89000,143387
89000,383143
89000,193004
89000,286732
89000,200037
89000,134258
89000,261487
89000,343670
89000,361761
89000,208756
89000,151417
89000,232836
89000,638636
89000,465961
89000,75296
89000,506805
89000,264837
89000,285504
89000,154437
89000,369619
89000,441925
89000,360876
89000,221075
89000,94152
89000,292353
90000,398081
90000,461503
90000,115704
90000,101387
90000,200685
90000,135774
90000,132255
90000,180171
90000,366357
90000,124612
90000,116825
90000,461945
90000,55033
90000,219736
90000,95814
90000,319970
90000,218721
90000,157955
90000,219071
90000,220663
90000,251473
90000,333794
90000,281623
90000,203878
90000,284920
90000,204725
90000,179850
90000,269689
90000,307588
90000,132730
90000,373700
90000,350196
90000,396001
90000,269811
90000,144395
90000,197644
90000,96682
90000,248313
90000,6299
90000,225641
90000,126522
90000,402851
90000,346143
90000,168394
90000,416632
90000,379241
90000,167101
90000,282390
90000,281054
90000,105517
91000,284428
91000,411314
91000,353429
91000,275362
91000,360676
91000,556011
91000,359121
91000,272374
91000,126345
91000,264423
91000,561593
91000,206280
91000,476505
91000,413749
91000,235613
91000,370135
91000,251976
91000,279271
91000,62632
91000,147594
91000,258998
91000,42593
91000,250444
91000,361513
91000,237184
91000,51790
91000,401753
91000,16528
91000,240113
91000,50444
91000,120693
91000,784086
91000,262694
91000,131556
91000,80629
91000,125329
91000,1155
91000,347073
91000,367331
91000,92224
91000,356215
91000,279201
91000,82266
91000,132305
91000,148863
91000,142163
91000,84612
91000,202047
91000,182596
91000,118260
92000,315424
92000,265510
92000,416036
92000,365024
92000,510448
92000,378530
92000,351049
92000,458969
92000,185967
92000,62952
92000,301412
92000,350122
92000,333927
92000,307847
92000,470892
92000,239237
92000,365374
92000,100228
92000,256037
92000,208565
92000,140649
92000,147329
92000,343047
92000,116334
92000,477970
92000,241442
92000,62858
92000,506546
92000,133428
92000,255191
92000,239392
92000,168438
92000,232827
92000,432776
92000,203858
92000,497287
92000,109075
92000,326651
92000,254563
92000,159386
92000,145585
92000,19551
92000,105170
92000,233899
92000,254632
92000,280874
92000,423373
92000,30935
92000,266383
92000,81649
93000,256910
93000,275921
93000,232303
93000,172527
93000,261807
93000,311571
93000,54455
93000,205162
93000,271689
93000,375312
93000,630232
93000,332797
93000,6198
93000,228471
93000,291373
93000,452000
93000,345242
93000,318489
93000,154141
93000,307323
93000,977941
93000,90733
93000,137767
93000,401100
93000,41295
93000,180379
93000,166969
93000,333988
93000,468061
93000,313958
93000,209517
93000,437220
93000,206003
93000,3760
93000,517803
93000,89424
93000,88210
93000,401625
93000,230586
93000,482233
93000,300090
93000,267623
93000,185018
93000,283965
93000,285019
93000,448762
93000,359430
93000,200831
93000,213869
93000,283308
94000,266077
94000,550649
94000,185507
94000,290376
94000,443066
94000,230802
94000,360546
94000,188176
94000,288754
94000,131366
